geoid,tract_name,borough,B25003_E001,B25003_M001,B25003_E002,B25003_M002,B25003_E003,B25003_M003
1400000US36081004001,"Census Tract 40.01, Queens County, New York",Queens,670,98,277,63,393,112
1400000US36081004002,"Census Tract 40.02, Queens County, New York",Queens,545,226,309,233,236,59
1400000US36081004200,"Census Tract 42, Queens County, New York",Queens,1155,138,519,164,636,141
1400000US36081004300,"Census Tract 43, Queens County, New York",Queens,1008,151,0,14,1008,151
1400000US36081004401,"Census Tract 44.01, Queens County, New York",Queens,1133,203,581,214,552,126
1400000US36081004500,"Census Tract 45, Queens County, New York",Queens,1506,207,1191,207,315,118
1400000US36081004700,"Census Tract 47, Queens County, New York",Queens,1818,143,105,61,1713,168
1400000US36081005000,"Census Tract 50, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081005100,"Census Tract 51, Queens County, New York",Queens,854,121,36,29,818,118
1400000US36081005200,"Census Tract 52, Queens County, New York",Queens,660,112,303,101,357,108
1400000US36081005300,"Census Tract 53, Queens County, New York",Queens,2392,369,375,121,2017,382
1400000US36081005400,"Census Tract 54, Queens County, New York",Queens,1738,271,1185,209,553,232
1400000US36081005500,"Census Tract 55, Queens County, New York",Queens,580,74,73,40,507,78
1400000US36081005700,"Census Tract 57, Queens County, New York",Queens,1825,163,169,88,1656,177
1400000US36081005800,"Census Tract 58, Queens County, New York",Queens,1899,171,1065,212,834,204
1400000US36081005900,"Census Tract 59, Queens County, New York",Queens,1847,161,115,70,1732,171
1400000US36081006100,"Census Tract 61, Queens County, New York",Queens,2856,270,122,99,2734,259
1400000US36081006201,"Census Tract 62.01, Queens County, New York",Queens,2936,419,2394,483,542,235
1400000US36081006202,"Census Tract 62.02, Queens County, New York",Queens,2395,168,1218,230,1177,238
1400000US36081006300,"Census Tract 63, Queens County, New York",Queens,2925,382,424,311,2501,273
1400000US36081006501,"Census Tract 65.01, Queens County, New York",Queens,1648,234,91,68,1557,246
1400000US36081006502,"Census Tract 65.02, Queens County, New York",Queens,1829,207,309,127,1520,230
1400000US36081006900,"Census Tract 69, Queens County, New York",Queens,2165,320,190,91,1975,302
1400000US36081007100,"Census Tract 71, Queens County, New York",Queens,1847,189,94,66,1753,185
1400000US36081007300,"Census Tract 73, Queens County, New York",Queens,2076,264,338,110,1738,291
1400000US36081007500,"Census Tract 75, Queens County, New York",Queens,2591,300,510,179,2081,353
1400000US36081007700,"Census Tract 77, Queens County, New York",Queens,899,128,141,78,758,139
1400000US36081007900,"Census Tract 79, Queens County, New York",Queens,1381,258,525,237,856,194
1400000US36081008100,"Census Tract 81, Queens County, New York",Queens,687,100,149,44,538,101
1400000US36081008300,"Census Tract 83, Queens County, New York",Queens,963,201,84,51,879,197
1400000US36081008500,"Census Tract 85, Queens County, New York",Queens,409,101,18,28,391,101
1400000US36081008600,"Census Tract 86, Queens County, New York",Queens,980,122,674,125,306,100
1400000US36081008700,"Census Tract 87, Queens County, New York",Queens,1695,327,9,18,1686,328
1400000US36081008800,"Census Tract 88, Queens County, New York",Queens,1223,182,761,182,462,117
1400000US36081009100,"Census Tract 91, Queens County, New York",Queens,1016,181,429,171,587,150
1400000US36081009400,"Census Tract 94, Queens County, New York",Queens,786,67,393,95,393,84
1400000US36081009500,"Census Tract 95, Queens County, New York",Queens,879,137,235,104,644,102
1400000US36081009600,"Census Tract 96, Queens County, New York",Queens,1002,271,800,266,202,80
1400000US36081009700,"Census Tract 97, Queens County, New York",Queens,1519,219,495,133,1024,219
1400000US36081009800,"Census Tract 98, Queens County, New York",Queens,729,91,391,106,338,90
1400000US36081009900,"Census Tract 99, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081010000,"Census Tract 100, Queens County, New York",Queens,927,241,736,248,191,86
1400000US36081010100,"Census Tract 101, Queens County, New York",Queens,1096,133,411,140,685,127
1400000US36081010200,"Census Tract 102, Queens County, New York",Queens,850,197,503,164,347,153
1400000US36081010300,"Census Tract 103, Queens County, New York",Queens,1699,238,383,130,1316,235
1400000US36081010400,"Census Tract 104, Queens County, New York",Queens,1102,261,686,111,416,253
1400000US36081010500,"Census Tract 105, Queens County, New York",Queens,1851,206,237,103,1614,222
1400000US36081010600,"Census Tract 106, Queens County, New York",Queens,911,264,660,283,251,87
1400000US36081010701,"Census Tract 107.01, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081010800,"Census Tract 108, Queens County, New York",Queens,792,170,580,181,212,97
1400000US36081011000,"Census Tract 110, Queens County, New York",Queens,736,126,325,86,411,116
1400000US36081011100,"Census Tract 111, Queens County, New York",Queens,1351,159,381,87,970,164
1400000US36081011200,"Census Tract 112, Queens County, New York",Queens,857,222,393,231,464,131
1400000US36081011300,"Census Tract 113, Queens County, New York",Queens,1977,166,422,143,1555,198
1400000US36081011400,"Census Tract 114, Queens County, New York",Queens,375,85,101,52,274,96
1400000US36081011500,"Census Tract 115, Queens County, New York",Queens,1098,147,78,45,1020,146
1400000US36081011600,"Census Tract 116, Queens County, New York",Queens,635,125,374,100,261,118
1400000US36081011700,"Census Tract 117, Queens County, New York",Queens,1712,203,383,143,1329,215
1400000US36081011800,"Census Tract 118, Queens County, New York",Queens,936,347,438,110,498,338
1400000US36081011900,"Census Tract 119, Queens County, New York",Queens,713,83,88,42,625,81
1400000US36081012000,"Census Tract 120, Queens County, New York",Queens,650,85,272,68,378,98
1400000US36081012100,"Census Tract 121, Queens County, New York",Queens,865,98,342,89,523,95
1400000US36081012200,"Census Tract 122, Queens County, New York",Queens,699,114,425,133,274,91
1400000US36081012301,"Census Tract 123.01, Queens County, New York",Queens,1361,142,540,116,821,170
1400000US36081012400,"Census Tract 124, Queens County, New York",Queens,897,259,357,91,540,252
1400000US36081012500,"Census Tract 125, Queens County, New York",Queens,637,93,79,39,558,96
1400000US36081012601,"Census Tract 126.01, Queens County, New York",Queens,772,133,428,122,344,105
1400000US36081012602,"Census Tract 126.02, Queens County, New York",Queens,766,102,395,113,371,133
1400000US36081012800,"Census Tract 128, Queens County, New York",Queens,678,90,324,99,354,101
1400000US36081013000,"Census Tract 130, Queens County, New York",Queens,700,198,265,62,435,200
1400000US36081013200,"Census Tract 132, Queens County, New York",Queens,692,69,240,66,452,70
1400000US36081013400,"Census Tract 134, Queens County, New York",Queens,2480,158,913,259,1567,259
1400000US36081013500,"Census Tract 135, Queens County, New York",Queens,579,95,333,104,246,81
1400000US36081013600,"Census Tract 136, Queens County, New York",Queens,871,145,395,83,476,142
1400000US36081013700,"Census Tract 137, Queens County, New York",Queens,846,113,177,57,669,120
1400000US36081013800,"Census Tract 138, Queens County, New York",Queens,1487,141,827,198,660,145
1400000US36081014000,"Census Tract 140, Queens County, New York",Queens,1495,143,533,167,962,131
1400000US36081014100,"Census Tract 141, Queens County, New York",Queens,807,168,190,168,617,83
1400000US36081014201,"Census Tract 142.01, Queens County, New York",Queens,1521,363,716,380,805,142
1400000US36081014202,"Census Tract 142.02, Queens County, New York",Queens,663,100,370,98,293,127
1400000US36081014300,"Census Tract 143, Queens County, New York",Queens,1765,139,326,98,1439,160
1400000US36081014400,"Census Tract 144, Queens County, New York",Queens,529,61,98,43,431,71
1400000US36081014500,"Census Tract 145, Queens County, New York",Queens,1062,245,193,95,869,257
1400000US36081014700,"Census Tract 147, Queens County, New York",Queens,1413,216,132,80,1281,218
1400000US36081014800,"Census Tract 148, Queens County, New York",Queens,655,256,427,266,228,80
1400000US36081014900,"Census Tract 149, Queens County, New York",Queens,982,168,61,45,921,176
1400000US36081015000,"Census Tract 150, Queens County, New York",Queens,589,77,379,74,210,80
1400000US36081015100,"Census Tract 151, Queens County, New York",Queens,1228,158,318,119,910,159
1400000US36081015200,"Census Tract 152, Queens County, New York",Queens,784,154,378,145,406,97
1400000US36081015300,"Census Tract 153, Queens County, New York",Queens,944,123,196,92,748,134
1400000US36081015400,"Census Tract 154, Queens County, New York",Queens,551,59,254,62,297,71
1400000US36081015500,"Census Tract 155, Queens County, New York",Queens,886,90,112,66,774,114
1400000US36081015600,"Census Tract 156, Queens County, New York",Queens,815,74,562,100,253,91
1400000US36081015700,"Census Tract 157, Queens County, New York",Queens,717,111,8,13,709,110
1400000US36081015801,"Census Tract 158.01, Queens County, New York",Queens,1063,282,682,279,381,123
1400000US36081015802,"Census Tract 158.02, Queens County, New York",Queens,1227,161,598,207,629,156
1400000US36081015900,"Census Tract 159, Queens County, New York",Queens,1823,165,211,77,1612,182
1400000US36081016100,"Census Tract 161, Queens County, New York",Queens,781,101,214,62,567,104
1400000US36081016300,"Census Tract 163, Queens County, New York",Queens,1720,173,148,65,1572,177
1400000US36081016400,"Census Tract 164, Queens County, New York",Queens,879,205,675,228,204,84
1400000US36081016600,"Census Tract 166, Queens County, New York",Queens,1212,221,845,138,367,218
1400000US36081016800,"Census Tract 168, Queens County, New York",Queens,851,142,589,130,262,106
1400000US36081016900,"Census Tract 169, Queens County, New York",Queens,2626,280,985,251,1641,306
1400000US36081017000,"Census Tract 170, Queens County, New York",Queens,678,88,526,103,152,57
1400000US36081017101,"Census Tract 171.01, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081017102,"Census Tract 171.02, Queens County, New York",Queens,175,156,0,14,175,156
1400000US36081017200,"Census Tract 172, Queens County, New York",Queens,627,61,428,85,199,75
1400000US36081017400,"Census Tract 174, Queens County, New York",Queens,728,111,452,94,276,123
1400000US36081017600,"Census Tract 176, Queens County, New York",Queens,643,104,444,80,199,103
1400000US36081017800,"Census Tract 178, Queens County, New York",Queens,581,142,396,128,185,62
1400000US36081017901,"Census Tract 179.01, Queens County, New York",Queens,451,54,23,24,428,57
1400000US36081017902,"Census Tract 179.02, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081018000,"Census Tract 180, Queens County, New York",Queens,392,82,250,94,142,51
1400000US36081018101,"Census Tract 181.01, Queens County, New York",Queens,1806,225,181,99,1625,230
1400000US36081018102,"Census Tract 181.02, Queens County, New York",Queens,1799,125,313,102,1486,140
1400000US36081018200,"Census Tract 182, Queens County, New York",Queens,748,96,498,109,250,80
1400000US36081018300,"Census Tract 183, Queens County, New York",Queens,2331,152,404,131,1927,181
1400000US36081018401,"Census Tract 184.01, Queens County, New York",Queens,723,82,456,83,267,97
1400000US36081018402,"Census Tract 184.02, Queens County, New York",Queens,682,115,467,119,215,87
1400000US36081018501,"Census Tract 185.01, Queens County, New York",Queens,1759,134,787,157,972,170
1400000US36081018502,"Census Tract 185.02, Queens County, New York",Queens,1577,184,262,137,1315,167
1400000US36081018600,"Census Tract 186, Queens County, New York",Queens,563,83,362,102,201,89
1400000US36081018700,"Census Tract 187, Queens County, New York",Queens,986,126,353,89,633,144
1400000US36081018800,"Census Tract 188, Queens County, New York",Queens,396,65,268,65,128,62
1400000US36081018900,"Census Tract 189, Queens County, New York",Queens,1374,265,422,243,952,126
1400000US36081019000,"Census Tract 190, Queens County, New York",Queens,846,156,633,140,213,92
1400000US36081019200,"Census Tract 192, Queens County, New York",Queens,683,85,510,100,173,90
1400000US36081019400,"Census Tract 194, Queens County, New York",Queens,887,94,733,89,154,67
1400000US36081019600,"Census Tract 196, Queens County, New York",Queens,906,143,432,100,474,143
1400000US36081019800,"Census Tract 198, Queens County, New York",Queens,1008,165,342,141,666,153
1400000US36081019901,"Census Tract 199.01, Queens County, New York",Queens,114,53,46,37,68,45
1400000US36081019902,"Census Tract 199.02, Queens County, New York",Queens,8,12,0,14,8,12
1400000US36081019903,"Census Tract 199.03, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081020200,"Census Tract 202, Queens County, New York",Queens,426,98,305,87,121,65
1400000US36081020400,"Census Tract 204, Queens County, New York",Queens,685,159,228,77,457,156
1400000US36081020500,"Census Tract 205, Queens County, New York",Queens,430,87,252,80,178,59
1400000US36081020600,"Census Tract 206, Queens County, New York",Queens,462,64,164,52,298,78
1400000US36081020800,"Census Tract 208, Queens County, New York",Queens,1388,209,221,87,1167,218
1400000US36081021200,"Census Tract 212, Queens County, New York",Queens,674,127,153,115,521,79
1400000US36081021400,"Census Tract 214, Queens County, New York",Queens,2280,282,814,185,1466,322
