geoid,tract_name,borough,B25003_E001,B25003_M001,B25003_E002,B25003_M002,B25003_E003,B25003_M003
1400000US36061003602,"Census Tract 36.02, New York County, New York",Manhattan,1514,223,231,121,1283,231
1400000US36061003700,"Census Tract 37, New York County, New York",Manhattan,1934,546,825,193,1109,510
1400000US36061003800,"Census Tract 38, New York County, New York",Manhattan,4511,715,605,388,3906,658
1400000US36061003900,"Census Tract 39, New York County, New York",Manhattan,2699,721,1246,685,1453,254
1400000US36061004001,"Census Tract 40.01, New York County, New York",Manhattan,1866,312,204,126,1662,312
1400000US36061004002,"Census Tract 40.02, New York County, New York",Manhattan,1920,337,350,166,1570,404
1400000US36061004100,"Census Tract 41, New York County, New York",Manhattan,3095,484,218,121,2877,499
1400000US36061004200,"Census Tract 42, New York County, New York",Manhattan,1461,268,597,146,864,232
1400000US36061004300,"Census Tract 43, New York County, New York",Manhattan,2591,395,260,127,2331,386
1400000US36061004400,"Census Tract 44, New York County, New York",Manhattan,8189,884,0,21,8189,884
1400000US36061004500,"Census Tract 45, New York County, New York",Manhattan,414,85,193,68,221,65
1400000US36061004700,"Census Tract 47, New York County, New York",Manhattan,1486,380,344,117,1142,367
1400000US36061004800,"Census Tract 48, New York County, New York",Manhattan,3101,347,1641,318,1460,232
1400000US36061004900,"Census Tract 49, New York County, New York",Manhattan,2320,418,847,191,1473,391
1400000US36061005000,"Census Tract 50, New York County, New York",Manhattan,2760,324,1394,301,1366,235
1400000US36061005200,"Census Tract 52, New York County, New York",Manhattan,1382,173,868,166,514,118
1400000US36061005400,"Census Tract 54, New York County, New York",Manhattan,2747,452,1417,235,1330,423
1400000US36061005501,"Census Tract 55.01, New York County, New York",Manhattan,2001,204,630,147,1371,192
1400000US36061005502,"Census Tract 55.02, New York County, New York",Manhattan,1099,198,294,99,805,215
1400000US36061005600,"Census Tract 56, New York County, New York",Manhattan,2363,366,700,220,1663,318
1400000US36061005700,"Census Tract 57, New York County, New York",Manhattan,1355,246,510,83,845,225
1400000US36061005800,"Census Tract 58, New York County, New York",Manhattan,2193,275,143,87,2050,297
1400000US36061005900,"Census Tract 59, New York County, New York",Manhattan,2381,343,1518,292,863,273
1400000US36061006000,"Census Tract 60, New York County, New York",Manhattan,2338,312,0,19,2338,312
1400000US36061006100,"Census Tract 61, New York County, New York",Manhattan,2214,476,1277,490,937,170
1400000US36061006200,"Census Tract 62, New York County, New York",Manhattan,1253,168,0,14,1253,168
1400000US36061006300,"Census Tract 63, New York County, New York",Manhattan,3445,394,1599,245,1846,373
1400000US36061006400,"Census Tract 64, New York County, New York",Manhattan,4322,686,1374,419,2948,609
1400000US36061006500,"Census Tract 65, New York County, New York",Manhattan,3042,523,483,153,2559,476
1400000US36061006600,"Census Tract 66, New York County, New York",Manhattan,6431,1011,1873,793,4558,768
1400000US36061006700,"Census Tract 67, New York County, New York",Manhattan,3118,354,603,211,2515,359
1400000US36061006800,"Census Tract 68, New York County, New York",Manhattan,3276,521,1136,267,2140,463
1400000US36061006900,"Census Tract 69, New York County, New York",Manhattan,1219,156,515,115,704,151
1400000US36061007001,"Census Tract 70.01, New York County, New York",Manhattan,2140,358,430,330,1710,212
1400000US36061007002,"Census Tract 70.02, New York County, New York",Manhattan,2055,266,276,140,1779,255
1400000US36061007100,"Census Tract 71, New York County, New York",Manhattan,2510,348,865,218,1645,282
1400000US36061007200,"Census Tract 72, New York County, New York",Manhattan,4078,556,778,285,3300,526
1400000US36061007300,"Census Tract 73, New York County, New York",Manhattan,3552,562,624,303,2928,547
1400000US36061007400,"Census Tract 74, New York County, New York",Manhattan,2825,381,721,194,2104,360
1400000US36061007500,"Census Tract 75, New York County, New York",Manhattan,2294,360,1083,244,1211,334
1400000US36061007600,"Census Tract 76, New York County, New York",Manhattan,1441,192,427,184,1014,145
1400000US36061007700,"Census Tract 77, New York County, New York",Manhattan,3274,329,889,237,2385,336
1400000US36061007800,"Census Tract 78, New York County, New York",Manhattan,4885,658,1371,398,3514,655
1400000US36061007900,"Census Tract 79, New York County, New York",Manhattan,2437,330,954,279,1483,320
1400000US36061008000,"Census Tract 80, New York County, New York",Manhattan,2830,254,1244,233,1586,254
1400000US36061008100,"Census Tract 81, New York County, New York",Manhattan,3824,636,1532,456,2292,466
1400000US36061008200,"Census Tract 82, New York County, New York",Manhattan,2006,261,855,292,1151,232
1400000US36061008300,"Census Tract 83, New York County, New York",Manhattan,2014,277,223,154,1791,271
1400000US36061008400,"Census Tract 84, New York County, New York",Manhattan,1005,230,304,195,701,167
1400000US36061008601,"Census Tract 86.01, New York County, New York",Manhattan,1817,231,380,121,1437,241
1400000US36061008602,"Census Tract 86.02, New York County, New York",Manhattan,0,14,0,14,0,14
1400000US36061008603,"Census Tract 86.03, New York County, New York",Manhattan,2710,352,1879,289,831,289
1400000US36061008700,"Census Tract 87, New York County, New York",Manhattan,3223,421,956,303,2267,367
1400000US36061008800,"Census Tract 88, New York County, New York",Manhattan,5152,660,1720,402,3432,685
1400000US36061008900,"Census Tract 89, New York County, New York",Manhattan,2991,429,740,265,2251,406
1400000US36061009000,"Census Tract 90, New York County, New York",Manhattan,4272,636,1130,321,3142,554
1400000US36061009100,"Census Tract 91, New York County, New York",Manhattan,3801,369,1015,268,2786,386
1400000US36061009200,"Census Tract 92, New York County, New York",Manhattan,922,147,137,54,785,143
1400000US36061009300,"Census Tract 93, New York County, New York",Manhattan,5508,671,2475,647,3033,446
1400000US36061009400,"Census Tract 94, New York County, New York",Manhattan,34,22,8,13,26,18
1400000US36061009500,"Census Tract 95, New York County, New York",Manhattan,1499,184,344,90,1155,178
1400000US36061009600,"Census Tract 96, New York County, New York",Manhattan,95,50,24,19,71,47
1400000US36061009700,"Census Tract 97, New York County, New York",Manhattan,2631,365,1474,368,1157,308
1400000US36061009800,"Census Tract 98, New York County, New York",Manhattan,4705,647,2083,490,2622,649
1400000US36061009901,"Census Tract 99.01, New York County, New York",Manhattan,1034,241,304,99,730,241
1400000US36061009902,"Census Tract 99.02, New York County, New York",Manhattan,2314,306,13,19,2301,306
1400000US36061009903,"Census Tract 99.03, New York County, New York",Manhattan,891,108,79,51,812,124
1400000US36061010000,"Census Tract 100, New York County, New York",Manhattan,1137,325,250,67,887,326
1400000US36061010100,"Census Tract 101, New York County, New York",Manhattan,1169,214,0,14,1169,214
1400000US36061010200,"Census Tract 102, New York County, New York",Manhattan,157,127,67,50,90,120
1400000US36061010300,"Census Tract 103, New York County, New York",Manhattan,1594,254,99,85,1495,247
1400000US36061010400,"Census Tract 104, New York County, New York",Manhattan,596,131,286,80,310,125
1400000US36061010601,"Census Tract 106.01, New York County, New York",Manhattan,4152,720,2821,664,1331,355
1400000US36061010602,"Census Tract 106.02, New York County, New York",Manhattan,2146,193,625,157,1521,211
1400000US36061010801,"Census Tract 108.01, New York County, New York",Manhattan,1891,217,814,192,1077,236
1400000US36061010802,"Census Tract 108.02, New York County, New York",Manhattan,2217,459,1164,382,1053,351
1400000US36061010803,"Census Tract 108.03, New York County, New York",Manhattan,1053,200,576,167,477,131
1400000US36061010900,"Census Tract 109, New York County, New York",Manhattan,113,32,13,10,100,32
1400000US36061011000,"Census Tract 110, New York County, New York",Manhattan,3675,577,532,226,3143,585
1400000US36061011100,"Census Tract 111, New York County, New York",Manhattan,2704,294,296,119,2408,292
1400000US36061011201,"Census Tract 112.01, New York County, New York",Manhattan,516,100,97,50,419,94
1400000US36061011202,"Census Tract 112.02, New York County, New York",Manhattan,313,71,224,58,89,54
1400000US36061011203,"Census Tract 112.03, New York County, New York",Manhattan,528,99,247,66,281,71
1400000US36061011300,"Census Tract 113, New York County, New York",Manhattan,49,23,14,11,35,21
1400000US36061011401,"Census Tract 114.01, New York County, New York",Manhattan,667,191,246,95,421,167
1400000US36061011402,"Census Tract 114.02, New York County, New York",Manhattan,1164,222,728,143,436,186
1400000US36061011500,"Census Tract 115, New York County, New York",Manhattan,1840,261,174,89,1666,281
1400000US36061011600,"Census Tract 116, New York County, New York",Manhattan,1889,452,294,140,1595,445
1400000US36061011700,"Census Tract 117, New York County, New York",Manhattan,3465,605,19,32,3446,605
1400000US36061011800,"Census Tract 118, New York County, New York",Manhattan,5148,615,2249,577,2899,583
1400000US36061011900,"Census Tract 119, New York County, New York",Manhattan,1102,164,6,9,1096,164
1400000US36061012000,"Census Tract 120, New York County, New York",Manhattan,1925,302,1253,287,672,246
1400000US36061012101,"Census Tract 121.01, New York County, New York",Manhattan,1822,303,112,77,1710,295
1400000US36061012102,"Census Tract 121.02, New York County, New York",Manhattan,3336,494,195,92,3141,492
1400000US36061012200,"Census Tract 122, New York County, New York",Manhattan,1469,231,870,189,599,180
1400000US36061012400,"Census Tract 124, New York County, New York",Manhattan,4870,583,1194,395,3676,517
1400000US36061012500,"Census Tract 125, New York County, New York",Manhattan,1452,219,114,97,1338,254
1400000US36061012601,"Census Tract 126.01, New York County, New York",Manhattan,3582,652,2099,619,1483,253
1400000US36061012602,"Census Tract 126.02, New York County, New York",Manhattan,2632,427,1117,303,1515,339
1400000US36061012700,"Census Tract 127, New York County, New York",Manhattan,4117,519,1100,412,3017,572
1400000US36061012800,"Census Tract 128, New York County, New York",Manhattan,2623,312,1850,289,773,253
1400000US36061012901,"Census Tract 129.01, New York County, New York",Manhattan,4252,542,782,386,3470,440
1400000US36061012902,"Census Tract 129.02, New York County, New York",Manhattan,1250,190,342,150,908,168
1400000US36061013000,"Census Tract 130, New York County, New York",Manhattan,1528,273,1069,233,459,161
1400000US36061013100,"Census Tract 131, New York County, New York",Manhattan,2250,314,253,166,1997,294
1400000US36061013201,"Census Tract 132.01, New York County, New York",Manhattan,1243,246,412,118,831,213
1400000US36061013202,"Census Tract 132.02, New York County, New York",Manhattan,2173,378,120,126,2053,359
1400000US36061013203,"Census Tract 132.03, New York County, New York",Manhattan,2410,381,947,315,1463,426
1400000US36061013300,"Census Tract 133, New York County, New York",Manhattan,3787,521,603,239,3184,566
1400000US36061013400,"Census Tract 134, New York County, New York",Manhattan,5643,611,1731,470,3912,608
1400000US36061013501,"Census Tract 135.01, New York County, New York",Manhattan,2622,263,24,45,2598,269
1400000US36061013502,"Census Tract 135.02, New York County, New York",Manhattan,3655,586,61,88,3594,599
1400000US36061013601,"Census Tract 136.01, New York County, New York",Manhattan,972,215,837,220,135,60
1400000US36061013602,"Census Tract 136.02, New York County, New York",Manhattan,2695,619,1141,269,1554,651
1400000US36061013603,"Census Tract 136.03, New York County, New York",Manhattan,2688,453,129,110,2559,441
1400000US36061013604,"Census Tract 136.04, New York County, New York",Manhattan,2435,276,690,226,1745,257
1400000US36061013700,"Census Tract 137, New York County, New York",Manhattan,3696,529,1399,460,2297,376
1400000US36061013800,"Census Tract 138, New York County, New York",Manhattan,6641,1065,3076,825,3565,751
1400000US36061013900,"Census Tract 139, New York County, New York",Manhattan,6055,1277,1788,637,4267,1067
1400000US36061014000,"Census Tract 140, New York County, New York",Manhattan,3967,632,2106,491,1861,470
1400000US36061014200,"Census Tract 142, New York County, New York",Manhattan,1876,402,1327,337,549,182
1400000US36061014300,"Census Tract 143, New York County, New York",Manhattan,0,14,0,14,0,14
1400000US36061014401,"Census Tract 144.01, New York County, New York",Manhattan,2637,411,1307,412,1330,211
1400000US36061014402,"Census Tract 144.02, New York County, New York",Manhattan,3764,467,1195,328,2569,450
1400000US36061014500,"Census Tract 145, New York County, New York",Manhattan,3412,439,925,285,2487,329
1400000US36061014601,"Census Tract 146.01, New York County, New York",Manhattan,2362,392,463,205,1899,427
1400000US36061014602,"Census Tract 146.02, New York County, New York",Manhattan,4997,740,1220,293,3777,771
1400000US36061014700,"Census Tract 147, New York County, New York",Manhattan,1372,277,209,76,1163,269
1400000US36061014801,"Census Tract 148.01, New York County, New York",Manhattan,1350,106,551,117,799,135
1400000US36061014802,"Census Tract 148.02, New York County, New York",Manhattan,3428,453,1420,329,2008,396
1400000US36061014900,"Census Tract 149, New York County, New York",Manhattan,3003,431,989,222,2014,426
1400000US36061015001,"Census Tract 150.01, New York County, New York",Manhattan,1049,97,427,101,622,109
1400000US36061015002,"Census Tract 150.02, New York County, New York",Manhattan,2260,215,1842,196,418,129
1400000US36061015101,"Census Tract 151.01, New York County, New York",Manhattan,1554,154,91,56,1463,149
1400000US36061015102,"Census Tract 151.02, New York County, New York",Manhattan,4895,519,738,292,4157,561
1400000US36061015200,"Census Tract 152, New York County, New York",Manhattan,3559,314,721,188,2838,352
1400000US36061015301,"Census Tract 153.01, New York County, New York",Manhattan,2464,465,1168,337,1296,378
1400000US36061015302,"Census Tract 153.02, New York County, New York",Manhattan,3079,364,1119,294,1960,326
1400000US36061015401,"Census Tract 154.01, New York County, New York",Manhattan,3290,750,338,161,2952,759
1400000US36061015402,"Census Tract 154.02, New York County, New York",Manhattan,1676,331,664,244,1012,229
1400000US36061015403,"Census Tract 154.03, New York County, New York",Manhattan,2503,389,1097,256,1406,415
1400000US36061015501,"Census Tract 155.01, New York County, New York",Manhattan,2956,593,1884,518,1072,309
1400000US36061015502,"Census Tract 155.02, New York County, New York",Manhattan,2796,389,1561,335,1235,273
1400000US36061015601,"Census Tract 156.01, New York County, New York",Manhattan,2794,280,170,67,2624,284
1400000US36061015602,"Census Tract 156.02, New York County, New York",Manhattan,1180,196,112,68,1068,208
1400000US36061015700,"Census Tract 157, New York County, New York",Manhattan,6442,880,2619,928,3823,801
1400000US36061015801,"Census Tract 158.01, New York County, New York",Manhattan,2526,329,922,175,1604,326
1400000US36061015802,"Census Tract 158.02, New York County, New York",Manhattan,2138,450,60,37,2078,452
1400000US36061015900,"Census Tract 159, New York County, New York",Manhattan,5169,627,2760,515,2409,409
1400000US36061016001,"Census Tract 160.01, New York County, New York",Manhattan,1534,183,1261,207,273,103
1400000US36061016002,"Census Tract 160.02, New York County, New York",Manhattan,1214,211,440,92,774,202
1400000US36061016100,"Census Tract 161, New York County, New York",Manhattan,3627,675,822,201,2805,662
1400000US36061016200,"Census Tract 162, New York County, New York",Manhattan,4596,911,197,223,4399,954
1400000US36061016300,"Census Tract 163, New York County, New York",Manhattan,3288,453,1545,402,1743,290
1400000US36061016400,"Census Tract 164, New York County, New York",Manhattan,3425,470,35,54,3390,467
1400000US36061016500,"Census Tract 165, New York County, New York",Manhattan,3327,309,1565,324,1762,265
1400000US36061016600,"Census Tract 166, New York County, New York",Manhattan,2953,315,283,130,2670,352
1400000US36061016700,"Census Tract 167, New York County, New York",Manhattan,3323,313,1560,214,1763,280
1400000US36061016800,"Census Tract 168, New York County, New York",Manhattan,1864,194,97,63,1767,212
1400000US36061016900,"Census Tract 169, New York County, New York",Manhattan,4585,518,1153,363,3432,527
1400000US36061017000,"Census Tract 170, New York County, New York",Manhattan,3452,295,327,175,3125,354
1400000US36061017100,"Census Tract 171, New York County, New York",Manhattan,4208,752,1784,411,2424,718
1400000US36061017200,"Census Tract 172, New York County, New York",Manhattan,2545,261,48,62,2497,253
1400000US36061017300,"Census Tract 173, New York County, New York",Manhattan,4590,570,1336,301,3254,632
1400000US36061017401,"Census Tract 174.01, New York County, New York",Manhattan,2341,205,244,128,2097,203
1400000US36061017402,"Census Tract 174.02, New York County, New York",Manhattan,1196,141,165,63,1031,151
1400000US36061017500,"Census Tract 175, New York County, New York",Manhattan,4600,555,1718,368,2882,537
1400000US36061017700,"Census Tract 177, New York County, New York",Manhattan,4794,701,1893,450,2901,735
1400000US36061017800,"Census Tract 178, New York County, New York",Manhattan,1865,333,233,113,1632,326
1400000US36061017900,"Census Tract 179, New York County, New York",Manhattan,4369,547,1616,517,2753,378
1400000US36061018000,"Census Tract 180, New York County, New York",Manhattan,2966,375,336,156,2630,370
1400000US36061018100,"Census Tract 181, New York County, New York",Manhattan,4210,611,1443,351,2767,627
1400000US36061018200,"Census Tract 182, New York County, New York",Manhattan,3074,338,116,64,2958,345
1400000US36061018300,"Census Tract 183, New York County, New York",Manhattan,3827,533,1325,397,2502,451
1400000US36061018400,"Census Tract 184, New York County, New York",Manhattan,3286,401,705,262,2581,429
1400000US36061018500,"Census Tract 185, New York County, New York",Manhattan,2832,355,920,345,1912,271
1400000US36061018600,"Census Tract 186, New York County, New York",Manhattan,1980,187,79,82,1901,201
1400000US36061018700,"Census Tract 187, New York County, New York",Manhattan,3668,393,948,365,2720,354
1400000US36061018800,"Census Tract 188, New York County, New York",Manhattan,2520,350,80,61,2440,342
1400000US36061018900,"Census Tract 189, New York County, New York",Manhattan,4625,471,891,368,3734,504
1400000US36061019000,"Census Tract 190, New York County, New York",Manhattan,1645,126,670,133,975,159
1400000US36061019100,"Census Tract 191, New York County, New York",Manhattan,4294,523,1862,490,2432,373
1400000US36061019200,"Census Tract 192, New York County, New York",Manhattan,1626,239,0,14,1626,239
1400000US36061019300,"Census Tract 193, New York County, New York",Manhattan,4112,434,755,327,3357,373
1400000US36061019400,"Census Tract 194, New York County, New York",Manhattan,2845,328,129,91,2716,345
1400000US36061019500,"Census Tract 195, New York County, New York",Manhattan,3246,332,1168,287,2078,302
1400000US36061019600,"Census Tract 196, New York County, New York",Manhattan,1841,271,6,11,1835,269
1400000US36061019701,"Census Tract 197.01, New York County, New York",Manhattan,515,67,0,14,515,67
1400000US36061019702,"Census Tract 197.02, New York County, New York",Manhattan,1173,136,243,110,930,136
1400000US36061019800,"Census Tract 198, New York County, New York",Manhattan,1029,143,461,140,568,116
1400000US36061019900,"Census Tract 199, New York County, New York",Manhattan,3196,499,1078,221,2118,477
1400000US36061020000,"Census Tract 200, New York County, New York",Manhattan,1651,264,270,100,1381,245
1400000US36061020101,"Census Tract 201.01, New York County, New York",Manhattan,337,49,57,21,280,49
1400000US36061020102,"Census Tract 201.02, New York County, New York",Manhattan,1609,190,396,109,1213,208
1400000US36061020300,"Census Tract 203, New York County, New York",Manhattan,466,141,23,26,443,141
1400000US36061020500,"Census Tract 205, New York County, New York",Manhattan,1197,144,230,77,967,141
1400000US36061020600,"Census Tract 206, New York County, New York",Manhattan,1786,206,153,81,1633,220
1400000US36061020701,"Census Tract 207.01, New York County, New York",Manhattan,1091,150,75,60,1016,142
1400000US36061020800,"Census Tract 208, New York County, New York",Manhattan,2235,302,522,230,1713,311
1400000US36061020901,"Census Tract 209.01, New York County, New York",Manhattan,1440,143,110,73,1330,149
1400000US36061021000,"Census Tract 210, New York County, New York",Manhattan,3322,499,483,191,2839,520
1400000US36061021100,"Census Tract 211, New York County, New York",Manhattan,4189,628,1242,316,2947,615
1400000US36061021200,"Census Tract 212, New York County, New York",Manhattan,2678,280,273,182,2405,323
1400000US36061021303,"Census Tract 213.03, New York County, New York",Manhattan,2390,295,305,197,2085,284
1400000US36061021400,"Census Tract 214, New York County, New York",Manhattan,2113,232,0,14,2113,232
1400000US36061021500,"Census Tract 215, New York County, New York",Manhattan,1821,187,119,57,1702,199
1400000US36061021600,"Census Tract 216, New York County, New York",Manhattan,3361,316,662,256,2699,322
1400000US36061021703,"Census Tract 217.03, New York County, New York",Manhattan,0,14,0,14,0,14
1400000US36061021800,"Census Tract 218, New York County, New York",Manhattan,2971,661,913,593,2058,317
1400000US36061021900,"Census Tract 219, New York County, New York",Manhattan,2052,198,13,26,2039,196
1400000US36061022000,"Census Tract 220, New York County, New York",Manhattan,3032,377,636,220,2396,411
1400000US36061022102,"Census Tract 221.02, New York County, New York",Manhattan,1138,182,333,125,805,153
1400000US36061022200,"Census Tract 222, New York County, New York",Manhattan,1571,195,475,149,1096,208
1400000US36061022301,"Census Tract 223.01, New York County, New York",Manhattan,2610,291,333,130,2277,324
1400000US36061022302,"Census Tract 223.02, New York County, New York",Manhattan,1294,156,43,31,1251,156
1400000US36061022400,"Census Tract 224, New York County, New York",Manhattan,2766,273,31,37,2735,277
1400000US36061022500,"Census Tract 225, New York County, New York",Manhattan,3968,397,678,250,3290,436
1400000US36061022600,"Census Tract 226, New York County, New York",Manhattan,2210,251,551,206,1659,228
1400000US36061022700,"Census Tract 227, New York County, New York",Manhattan,2389,199,579,189,1810,219
1400000US36061022800,"Census Tract 228, New York County, New York",Manhattan,2789,416,886,300,1903,429
1400000US36061022900,"Census Tract 229, New York County, New York",Manhattan,2976,228,319,184,2657,270
1400000US36061023000,"Census Tract 230, New York County, New York",Manhattan,3909,430,231,242,3678,411
1400000US36061023100,"Census Tract 231, New York County, New York",Manhattan,2724,271,482,195,2242,291
1400000US36061023200,"Census Tract 232, New York County, New York",Manhattan,3410,286,23,36,3387,288
1400000US36061023300,"Census Tract 233, New York County, New York",Manhattan,2751,287,317,125,2434,313
1400000US36061023400,"Census Tract 234, New York County, New York",Manhattan,2463,414,80,66,2383,416
1400000US36061023501,"Census Tract 235.01, New York County, New York",Manhattan,2817,281,425,185,2392,300
1400000US36061023502,"Census Tract 235.02, New York County, New York",Manhattan,867,101,92,36,775,100
1400000US36061023600,"Census Tract 236, New York County, New York",Manhattan,4594,440,893,384,3701,450
1400000US36061023700,"Census Tract 237, New York County, New York",Manhattan,2651,294,372,176,2279,334
1400000US36061023802,"Census Tract 238.02, New York County, New York",Manhattan,1990,270,86,62,1904,272
1400000US36061023803,"Census Tract 238.03, New York County, New York",Manhattan,1632,289,738,160,894,260
1400000US36061023804,"Census Tract 238.04, New York County, New York",Manhattan,1553,258,152,103,1401,238
1400000US36061023900,"Census Tract 239, New York County, New York",Manhattan,1271,138,61,64,1210,135
1400000US36061024000,"Census Tract 240, New York County, New York",Manhattan,0,14,0,14,0,14
1400000US36061024100,"Census Tract 241, New York County, New York",Manhattan,3228,277,581,180,2647,293
1400000US36061024200,"Census Tract 242, New York County, New York",Manhattan,2037,198,38,51,1999,205
1400000US36061024301,"Census Tract 243.01, New York County, New York",Manhattan,1583,218,158,90,1425,230
1400000US36061024302,"Census Tract 243.02, New York County, New York",Manhattan,2663,292,0,19,2663,292
1400000US36061024500,"Census Tract 245, New York County, New York",Manhattan,5442,697,113,116,5329,703
1400000US36061024700,"Census Tract 247, New York County, New York",Manhattan,2705,382,595,177,2110,390
1400000US36061024900,"Census Tract 249, New York County, New York",Manhattan,470,80,46,33,424,86
1400000US36061025100,"Census Tract 251, New York County, New York",Manhattan,839,114,0,14,839,114
1400000US36061025300,"Census Tract 253, New York County, New York",Manhattan,4028,371,73,48,3955,378
1400000US36061025500,"Census Tract 255, New York County, New York",Manhattan,1908,243,289,161,1619,233
1400000US36061025700,"Census Tract 257, New York County, New York",Manhattan,2260,228,551,170,1709,252
1400000US36061025900,"Census Tract 259, New York County, New York",Manhattan,1806,190,701,180,1105,168
1400000US36061026100,"Census Tract 261, New York County, New York",Manhattan,3719,337,87,61,3632,347
1400000US36061026300,"Census Tract 263, New York County, New York",Manhattan,2804,283,25,41,2779,288
1400000US36061026500,"Census Tract 265, New York County, New York",Manhattan,2942,359,673,273,2269,347
1400000US36061026700,"Census Tract 267, New York County, New York",Manhattan,591,50,0,14,591,50
1400000US36061026900,"Census Tract 269, New York County, New York",Manhattan,2470,321,234,146,2236,327
1400000US36061027100,"Census Tract 271, New York County, New York",Manhattan,3179,274,333,132,2846,302
1400000US36061027300,"Census Tract 273, New York County, New York",Manhattan,3116,303,962,211,2154,333
1400000US36061027500,"Census Tract 275, New York County, New York",Manhattan,1794,499,1254,532,540,102
1400000US36061027700,"Census Tract 277, New York County, New York",Manhattan,1997,267,0,19,1997,267
1400000US36061027900,"Census Tract 279, New York County, New York",Manhattan,4302,388,518,203,3784,382
1400000US36061028100,"Census Tract 281, New York County, New York",Manhattan,1459,231,510,134,949,205
1400000US36061028300,"Census Tract 283, New York County, New York",Manhattan,3239,313,927,244,2312,306
1400000US36061028500,"Census Tract 285, New York County, New York",Manhattan,2286,308,0,19,2286,308
1400000US36061028700,"Census Tract 287, New York County, New York",Manhattan,1634,199,116,50,1518,203
1400000US36061029100,"Census Tract 291, New York County, New York",Manhattan,3912,331,112,84,3800,332
1400000US36061029300,"Census Tract 293, New York County, New York",Manhattan,2921,305,16,23,2905,306
1400000US36061029500,"Census Tract 295, New York County, New York",Manhattan,3345,301,461,180,2884,350
1400000US36061029700,"Census Tract 297, New York County, New York",Manhattan,0,14,0,14,0,14
1400000US36061029900,"Census Tract 299, New York County, New York",Manhattan,1399,158,24,30,1375,160
1400000US36061030300,"Census Tract 303, New York County, New York",Manhattan,1629,178,147,61,1482,182
1400000US36061030700,"Census Tract 307, New York County, New York",Manhattan,1835,197,961,171,874,192
1400000US36061030900,"Census Tract 309, New York County, New York",Manhattan,3355,400,290,163,3065,396
1400000US36061031100,"Census Tract 311, New York County, New York",Manhattan,0,14,0,14,0,14
1400000US36061031703,"Census Tract 317.03, New York County, New York",Manhattan,2353,415,249,153,2104,373
1400000US36061031704,"Census Tract 317.04, New York County, New York",Manhattan,4683,718,1826,446,2857,622
1400000US36061031900,"Census Tract 319, New York County, New York",Manhattan,0,14,0,14,0,14
1400000US36081000101,"Census Tract 1.01, Queens County, New York",Queens,2381,374,763,396,1618,287
1400000US36081000102,"Census Tract 1.02, Queens County, New York",Queens,3371,316,140,133,3231,328
1400000US36081000103,"Census Tract 1.03, Queens County, New York",Queens,21,24,0,14,21,24
1400000US36081000104,"Census Tract 1.04, Queens County, New York",Queens,26,41,0,14,26,41
1400000US36081000200,"Census Tract 2, Queens County, New York",Queens,854,172,393,160,461,98
1400000US36081000400,"Census Tract 4, Queens County, New York",Queens,1113,188,587,159,526,195
1400000US36081000600,"Census Tract 6, Queens County, New York",Queens,986,153,482,157,504,127
1400000US36081000701,"Census Tract 7.01, Queens County, New York",Queens,1690,175,705,131,985,182
1400000US36081000702,"Census Tract 7.02, Queens County, New York",Queens,1944,233,272,120,1672,257
1400000US36081000800,"Census Tract 8, Queens County, New York",Queens,1071,121,696,169,375,145
1400000US36081001000,"Census Tract 10, Queens County, New York",Queens,1139,223,598,131,541,238
1400000US36081001200,"Census Tract 12, Queens County, New York",Queens,1250,190,519,104,731,229
1400000US36081001400,"Census Tract 14, Queens County, New York",Queens,1217,294,501,162,716,287
1400000US36081001600,"Census Tract 16, Queens County, New York",Queens,760,95,477,80,283,95
1400000US36081001800,"Census Tract 18, Queens County, New York",Queens,887,173,503,163,384,80
1400000US36081001901,"Census Tract 19.01, Queens County, New York",Queens,1031,202,348,133,683,210
1400000US36081001902,"Census Tract 19.02, Queens County, New York",Queens,4077,494,806,316,3271,434
1400000US36081001903,"Census Tract 19.03, Queens County, New York",Queens,1303,191,324,127,979,229
1400000US36081002000,"Census Tract 20, Queens County, New York",Queens,472,63,286,61,186,80
1400000US36081002200,"Census Tract 22, Queens County, New York",Queens,662,102,210,60,452,112
1400000US36081002400,"Census Tract 24, Queens County, New York",Queens,688,92,352,87,336,126
1400000US36081002500,"Census Tract 25, Queens County, New York",Queens,3363,530,41,47,3322,527
1400000US36081002600,"Census Tract 26, Queens County, New York",Queens,676,194,481,206,195,66
1400000US36081002800,"Census Tract 28, Queens County, New York",Queens,1108,251,514,129,594,243
1400000US36081003000,"Census Tract 30, Queens County, New York",Queens,439,97,255,110,184,75
1400000US36081003100,"Census Tract 31, Queens County, New York",Queens,885,110,139,60,746,120
1400000US36081003200,"Census Tract 32, Queens County, New York",Queens,565,106,350,123,215,59
1400000US36081003301,"Census Tract 33.01, Queens County, New York",Queens,2330,204,157,84,2173,211
1400000US36081003302,"Census Tract 33.02, Queens County, New York",Queens,416,99,72,42,344,96
1400000US36081003400,"Census Tract 34, Queens County, New York",Queens,728,104,342,62,386,119
1400000US36081003600,"Census Tract 36, Queens County, New York",Queens,1070,237,472,172,598,218
1400000US36081003700,"Census Tract 37, Queens County, New York",Queens,0,14,0,14,0,14
1400000US36081003800,"Census Tract 38, Queens County, New York",Queens,702,90,314,94,388,104
1400000US36081003900,"Census Tract 39, Queens County, New York",Queens,519,192,51,29,468,187
