geoid,tract_name,borough,B05002_E001,B05002_M001,B05002_E002,B05002_M002,B05002_E003,B05002_M003,B05002_E004,B05002_M004,B05002_E005,B05002_M005,B05002_E006,B05002_M006,B05002_E007,B05002_M007,B05002_E008,B05002_M008,B05002_E009,B05002_M009,B05002_E010,B05002_M010,B05002_E011,B05002_M011,B05002_E012,B05002_M012,B05002_E013,B05002_M013,B05002_E014,B05002_M014,B05002_E015,B05002_M015,B05002_E016,B05002_M016,B05002_E017,B05002_M017,B05002_E018,B05002_M018,B05002_E019,B05002_M019,B05002_E020,B05002_M020,B05002_E021,B05002_M021,B05002_E022,B05002_M022,B05002_E023,B05002_M023,B05002_E024,B05002_M024,B05002_E025,B05002_M025,B05002_E026,B05002_M026,B05002_E027,B05002_M027
1400000US36081019902,"Census Tract 199.02, Queens County, New York",Queens,181,19,120,60,94,26,26,38,0,14,0,14,15,37,11,29,0,14,0,14,0,14,0,14,61,59,0,14,0,14,0,14,0,14,0,14,0,14,0,14,61,59,0,14,0,14,0,14,0,14,61,59,0,14
1400000US36081019903,"Census Tract 199.03, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081020200,"Census Tract 202, Queens County, New York",Queens,1688,464,892,248,786,246,106,75,0,14,0,14,69,53,37,54,0,14,0,14,0,14,0,14,796,470,387,177,0,14,71,87,0,14,0,14,316,164,0,14,409,328,0,14,72,61,7,10,0,14,330,325,0,14
1400000US36081020400,"Census Tract 204, Queens County, New York",Queens,1986,426,760,227,584,182,81,57,2,4,0,14,68,53,11,17,95,100,75,98,0,14,20,28,1226,336,676,199,0,14,89,56,6,9,0,14,581,196,0,14,550,243,12,20,50,50,6,9,0,14,482,237,0,14
1400000US36081020500,"Census Tract 205, Queens County, New York",Queens,1324,279,606,172,548,175,36,35,29,30,4,8,0,14,3,8,22,18,7,11,0,14,15,15,718,179,408,117,53,59,78,32,0,14,0,14,277,104,0,14,310,119,0,14,48,25,18,27,0,14,244,115,0,14
1400000US36081020600,"Census Tract 206, Queens County, New York",Queens,1585,308,679,197,611,187,6,10,0,14,0,14,6,10,0,14,62,52,38,40,0,14,24,31,906,255,307,122,15,25,93,97,0,14,0,14,199,91,0,14,599,252,60,71,98,126,0,14,0,14,441,214,0,14
1400000US36081020800,"Census Tract 208, Queens County, New York",Queens,4190,814,1997,503,1800,517,186,112,94,96,0,14,92,71,0,14,11,18,11,18,0,14,0,14,2193,569,1118,283,46,47,282,200,35,56,0,14,755,227,0,14,1075,484,194,291,75,79,139,231,0,14,667,334,0,14
1400000US36081021200,"Census Tract 212, Queens County, New York",Queens,2517,456,1005,336,775,201,37,44,14,28,0,14,23,36,0,14,193,214,187,217,0,14,6,9,1512,307,684,287,0,14,149,102,5,15,0,14,530,268,0,14,828,237,13,20,164,95,0,14,0,14,651,235,0,14
1400000US36081021400,"Census Tract 214, Queens County, New York",Queens,5874,1225,2395,609,1760,472,483,389,14,22,34,41,400,389,35,63,152,129,54,86,0,19,98,104,3479,974,1602,462,177,115,820,236,76,72,0,19,512,351,17,26,1877,955,21,35,497,286,424,630,0,19,935,671,0,19
1400000US36081021601,"Census Tract 216.01, Queens County, New York",Queens,2512,463,1622,339,1262,311,336,118,166,84,27,26,63,41,80,80,24,27,12,20,0,14,12,18,890,234,600,224,344,224,59,40,12,18,0,14,185,89,0,14,290,91,11,18,175,76,15,22,0,14,89,58,0,14
1400000US36081021602,"Census Tract 216.02, Queens County, New York",Queens,1479,455,849,335,662,332,72,64,12,20,7,11,31,34,22,32,115,130,98,129,0,14,17,23,630,197,453,156,28,41,85,73,16,23,0,14,324,148,0,14,177,85,0,14,27,33,0,14,0,14,150,80,0,14
1400000US36081021603,"Census Tract 216.03, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081021900,"Census Tract 219, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081022001,"Census Tract 220.01, Queens County, New York",Queens,6402,920,3596,864,3182,791,321,218,117,153,26,31,137,119,41,38,93,83,51,57,0,19,42,65,2806,625,1920,445,322,330,780,282,60,76,0,19,758,270,0,19,886,355,32,36,213,166,104,118,0,19,537,291,0,19
1400000US36081022002,"Census Tract 220.02, Queens County, New York",Queens,6098,1180,2649,557,2547,548,39,43,20,33,15,24,4,7,0,19,63,60,63,60,0,19,0,19,3449,1046,2808,982,820,854,1269,331,83,79,0,19,636,292,0,19,641,330,94,89,236,249,16,24,0,19,295,204,0,19
1400000US36081022900,"Census Tract 229, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081023000,"Census Tract 230, Queens County, New York",Queens,1848,389,814,277,762,263,27,43,25,42,0,14,2,4,0,14,25,25,12,18,0,14,13,16,1034,315,927,306,213,188,426,171,91,79,0,14,197,129,0,14,107,70,10,16,74,62,0,14,0,14,23,21,0,14
1400000US36081023200,"Census Tract 232, Queens County, New York",Queens,4896,837,2057,477,1715,401,265,250,66,49,0,14,199,239,0,14,77,62,60,57,0,14,17,20,2839,638,2121,615,166,245,1226,537,8,14,0,14,721,245,0,14,718,264,25,24,511,275,9,16,0,14,173,95,0,14
1400000US36081023501,"Census Tract 235.01, Queens County, New York",Queens,3614,777,1550,578,1323,537,210,140,18,28,40,38,60,86,92,78,17,28,0,14,0,14,17,28,2064,455,719,259,0,14,361,178,0,14,0,14,358,182,0,14,1345,392,0,14,195,135,0,14,0,14,1150,410,0,14
1400000US36081023502,"Census Tract 235.02, Queens County, New York",Queens,2739,802,1114,336,715,299,362,163,98,63,43,34,149,130,72,60,37,38,12,23,0,14,25,29,1625,692,620,345,14,21,201,120,0,14,0,14,405,342,0,14,1005,634,10,16,243,129,0,14,0,14,752,616,0,14
1400000US36081023600,"Census Tract 236, Queens County, New York",Queens,3594,618,1596,366,1264,319,183,101,126,81,0,14,44,43,13,21,149,120,117,111,0,14,32,50,1998,365,1123,279,15,26,525,184,0,14,0,14,577,246,6,13,875,242,0,14,367,145,160,135,0,14,348,181,0,14
1400000US36081023800,"Census Tract 238, Queens County, New York",Queens,4502,631,1529,307,1189,304,152,111,45,69,0,14,107,89,0,14,188,162,15,25,0,14,173,162,2973,529,1825,425,15,23,936,318,34,41,0,14,840,252,0,14,1148,302,0,14,304,133,0,14,0,14,844,277,0,14
1400000US36081024000,"Census Tract 240, Queens County, New York",Queens,6558,1249,2474,619,2159,553,106,102,47,62,0,19,59,80,0,19,209,220,209,220,0,19,0,19,4084,971,2055,675,136,209,682,402,0,19,0,19,1237,561,0,19,2029,672,13,21,553,398,60,94,0,19,1403,626,0,19
1400000US36081024300,"Census Tract 243, Queens County, New York",Queens,5607,694,2542,506,2169,496,191,107,38,43,44,50,85,71,24,35,182,134,128,114,0,19,54,61,3065,570,1522,410,317,222,683,232,0,19,0,19,522,332,0,19,1543,408,143,138,627,356,0,19,0,19,773,263,0,19
1400000US36081024500,"Census Tract 245, Queens County, New York",Queens,5102,976,2875,664,2707,674,151,112,37,47,0,19,114,103,0,19,17,27,17,27,0,19,0,19,2227,574,1422,348,388,232,640,172,40,54,0,19,354,160,0,19,805,493,53,87,509,413,0,19,0,19,243,259,0,19
1400000US36081024600,"Census Tract 246, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081024700,"Census Tract 247, Queens County, New York",Queens,1506,345,639,210,590,203,36,34,7,11,18,30,11,13,0,14,13,21,0,14,0,14,13,21,867,214,438,152,52,37,245,145,0,14,0,14,141,62,0,14,429,166,7,11,314,157,0,14,0,14,108,51,0,14
1400000US36081024900,"Census Tract 249, Queens County, New York",Queens,5228,1328,1661,641,1473,615,152,93,85,62,39,59,20,32,8,18,36,47,7,13,0,19,29,46,3567,815,1487,494,230,161,1107,386,49,80,0,19,101,122,0,19,2080,847,346,231,574,195,93,146,0,19,1067,812,0,19
1400000US36081025100,"Census Tract 251, Queens County, New York",Queens,5703,1027,2778,433,2133,416,593,244,133,132,204,105,147,93,109,118,52,45,24,31,0,19,28,37,2925,804,1332,457,381,213,728,292,0,19,0,19,223,203,0,19,1593,697,100,82,358,198,0,19,0,19,1135,683,0,19
1400000US36081025301,"Census Tract 253.01, Queens County, New York",Queens,3660,442,1818,267,1244,221,415,163,170,106,112,130,96,93,37,35,159,103,135,95,0,14,24,39,1842,460,903,253,53,47,408,197,0,14,0,14,442,208,0,14,939,384,50,62,636,329,0,14,0,14,253,141,0,14
1400000US36081025302,"Census Tract 253.02, Queens County, New York",Queens,3026,851,1394,330,1115,321,189,78,39,35,0,14,49,41,101,60,90,78,59,67,0,14,31,37,1632,608,359,163,59,55,90,76,0,14,0,14,210,130,0,14,1273,602,89,83,473,196,0,14,0,14,700,578,11,17
1400000US36081025401,"Census Tract 254.01, Queens County, New York",Queens,3750,1236,1898,1296,1767,1153,116,154,0,14,0,14,116,154,0,14,15,62,10,62,0,14,5,11,1852,400,1007,322,0,14,405,223,65,63,0,14,537,195,0,14,845,389,0,14,526,417,4,47,0,14,315,226,0,14
1400000US36081025402,"Census Tract 254.02, Queens County, New York",Queens,6013,1063,3326,575,2876,580,450,251,0,19,0,19,383,232,67,110,0,19,0,19,0,19,0,19,2687,779,1711,520,0,19,766,467,0,19,0,19,945,356,0,19,976,495,0,19,422,375,22,43,0,19,532,340,0,19
1400000US36081025500,"Census Tract 255, Queens County, New York",Queens,1390,321,678,229,516,192,135,71,57,48,33,28,12,17,33,25,27,33,0,14,0,14,27,33,712,248,248,94,4,9,188,85,0,14,0,14,56,52,0,14,464,233,0,14,300,193,0,14,0,14,164,156,0,14
1400000US36081025700,"Census Tract 257, Queens County, New York",Queens,1453,300,592,195,520,173,72,48,39,34,0,14,20,29,13,19,0,14,0,14,0,14,0,14,861,242,312,122,30,33,163,78,0,14,10,15,109,100,0,14,549,196,16,25,326,172,0,14,0,14,207,116,0,14
1400000US36081025800,"Census Tract 258, Queens County, New York",Queens,2693,586,1429,557,1241,535,160,87,12,17,0,14,148,83,0,14,28,44,0,14,0,14,28,44,1264,298,737,176,0,14,261,128,60,95,0,14,416,165,0,14,527,248,0,14,423,250,47,4,0,14,57,52,0,14
1400000US36081025900,"Census Tract 259, Queens County, New York",Queens,3060,403,1147,243,899,227,233,122,68,42,0,14,117,76,48,53,15,24,0,14,0,14,15,24,1913,351,841,197,11,17,453,129,46,53,0,14,331,157,0,14,1072,325,16,23,208,99,0,14,0,14,848,323,0,14
1400000US36081026000,"Census Tract 260, Queens County, New York",Queens,2894,636,1839,530,1757,536,74,53,0,14,0,14,74,53,0,14,8,12,0,14,0,14,8,12,1055,324,662,266,0,14,321,166,126,203,10,15,205,103,0,14,393,148,0,14,308,157,12,19,0,14,73,61,0,14
1400000US36081026100,"Census Tract 261, Queens County, New York",Queens,7175,1096,2544,740,2181,637,185,128,39,43,40,44,37,43,69,76,178,165,0,19,0,19,178,165,4631,765,1549,461,110,90,905,373,0,19,0,19,534,253,0,19,3082,840,132,136,1337,605,0,19,0,19,1613,710,0,19
1400000US36081026200,"Census Tract 262, Queens County, New York",Queens,1554,470,767,271,641,253,86,43,19,18,0,14,67,37,0,14,40,43,2,12,0,14,38,40,787,246,524,176,0,14,102,114,28,32,0,14,394,130,0,14,263,122,0,14,110,102,24,20,0,14,129,59,0,14
1400000US36081026300,"Census Tract 263, Queens County, New York",Queens,4559,1185,1069,382,941,367,128,103,25,39,0,14,79,98,24,38,0,14,0,14,0,14,0,14,3490,1035,1337,620,0,14,1267,609,0,14,0,14,70,87,0,14,2153,724,23,35,1472,552,34,55,0,14,599,616,25,41
1400000US36081026400,"Census Tract 264, Queens County, New York",Queens,2479,441,1535,319,1372,317,115,55,0,14,0,14,115,55,0,14,48,34,21,26,9,16,18,23,944,230,682,207,7,10,82,77,5,11,0,14,588,197,0,14,262,135,0,14,15,22,13,16,0,14,234,122,0,14
1400000US36081026501,"Census Tract 265.01, Queens County, New York",Queens,3031,529,936,382,758,311,176,110,26,35,41,44,49,75,60,57,2,3,2,3,0,14,0,14,2095,398,876,215,87,59,445,163,39,59,0,14,305,181,0,14,1219,321,45,62,753,273,0,14,0,14,421,253,0,14
1400000US36081026502,"Census Tract 265.02, Queens County, New York",Queens,1393,392,507,182,356,184,94,85,63,59,18,28,6,9,7,11,57,61,45,59,7,10,5,9,886,288,132,68,7,10,91,58,0,14,0,14,34,33,0,14,754,290,0,14,281,167,0,14,0,14,473,271,0,14
1400000US36081026600,"Census Tract 266, Queens County, New York",Queens,1941,433,748,236,687,236,61,34,0,14,18,24,37,25,6,9,0,14,0,14,0,14,0,14,1193,339,854,207,16,23,114,62,0,14,0,14,724,215,0,14,339,210,0,14,53,34,0,14,0,14,286,210,0,14
1400000US36081026700,"Census Tract 267, Queens County, New York",Queens,5219,645,1166,391,920,372,31,34,30,35,0,19,1,2,0,19,215,168,58,99,0,19,157,147,4053,752,2170,461,30,49,1105,504,0,19,0,19,1035,407,0,19,1883,800,16,21,851,460,0,19,0,19,1016,662,0,19
1400000US36081026901,"Census Tract 269.01, Queens County, New York",Queens,4532,698,1600,461,1509,461,41,38,12,18,10,16,0,14,19,30,50,44,18,21,0,14,32,38,2932,362,1477,258,29,34,770,264,17,23,0,14,661,174,0,14,1455,373,0,14,292,140,0,14,0,14,1163,355,0,14
1400000US36081026902,"Census Tract 269.02, Queens County, New York",Queens,4447,610,1557,404,1441,399,71,58,39,42,23,31,7,13,2,9,45,53,0,14,0,14,45,53,2890,440,988,246,47,56,608,188,7,14,0,14,326,161,0,14,1902,455,22,34,1021,356,8,14,0,14,846,327,5,11
1400000US36081027000,"Census Tract 270, Queens County, New York",Queens,1937,608,1127,432,1108,431,19,15,0,14,0,14,19,15,0,14,0,14,0,14,0,14,0,14,810,259,528,171,52,40,38,55,0,14,0,14,438,179,0,14,282,154,0,14,95,89,0,14,0,14,187,140,0,14
1400000US36081027101,"Census Tract 271.01, Queens County, New York",Queens,5409,1042,2532,1000,2343,945,32,43,19,37,0,19,13,23,0,19,157,133,67,113,0,19,90,76,2877,384,1073,188,0,19,827,213,0,19,0,19,246,137,0,19,1804,352,27,55,946,274,0,19,0,19,831,352,0,19
1400000US36081027102,"Census Tract 271.02, Queens County, New York",Queens,2643,373,865,290,697,236,0,14,0,14,0,14,0,14,0,14,168,207,127,206,0,14,41,44,1778,252,747,143,41,49,182,66,0,14,0,14,524,149,0,14,1031,235,26,40,154,112,0,14,0,14,851,230,0,14
1400000US36081027200,"Census Tract 272, Queens County, New York",Queens,1921,437,1027,363,858,337,161,92,16,25,24,40,98,76,23,33,8,13,0,14,0,14,8,13,894,256,611,239,28,34,33,53,48,53,0,14,502,238,0,14,283,165,0,14,55,63,31,48,0,14,197,157,0,14
1400000US36081027301,"Census Tract 273.01, Queens County, New York",Queens,3098,995,998,400,943,400,0,14,0,14,0,14,0,14,0,14,55,69,42,64,0,14,13,21,2100,682,687,280,0,14,180,89,0,14,0,14,507,272,0,14,1413,466,20,30,266,175,0,14,0,14,1127,474,0,14
1400000US36081027302,"Census Tract 273.02, Queens County, New York",Queens,3813,705,1353,354,1337,356,16,21,0,14,0,14,6,7,10,22,0,14,0,14,0,14,0,14,2460,472,861,216,16,38,271,154,12,19,0,14,562,188,0,14,1599,487,101,98,186,161,4,7,0,14,1308,445,0,14
1400000US36081027400,"Census Tract 274, Queens County, New York",Queens,1871,341,970,271,877,257,87,89,10,16,3,8,22,18,52,86,6,9,0,14,0,14,6,9,901,211,674,179,0,14,187,144,27,40,0,14,460,141,0,14,227,133,0,14,14,15,0,14,0,14,213,134,0,14
1400000US36081027500,"Census Tract 275, Queens County, New York",Queens,6454,1078,1664,485,1559,477,105,99,23,38,20,38,48,76,14,34,0,19,0,19,0,19,0,19,4790,897,2122,544,138,203,705,285,0,19,0,19,1279,463,0,19,2668,837,25,43,721,386,28,82,0,19,1894,757,0,19
1400000US36081027600,"Census Tract 276, Queens County, New York",Queens,1551,442,614,187,504,195,90,63,6,10,0,14,84,63,0,14,20,19,0,14,0,14,20,19,937,358,628,310,0,14,50,49,16,27,0,14,562,309,0,14,309,163,0,14,56,41,0,14,0,14,253,169,0,14
1400000US36081027701,"Census Tract 277.01, Queens County, New York",Queens,3553,765,1807,724,1714,697,54,77,54,77,0,14,0,14,0,14,39,58,39,58,0,14,0,14,1746,345,604,251,53,64,123,143,0,14,0,14,428,208,0,14,1142,280,0,14,65,126,0,14,0,14,1077,297,0,14
1400000US36081027702,"Census Tract 277.02, Queens County, New York",Queens,3397,757,1462,485,1171,410,219,164,28,31,3,7,132,158,56,44,72,49,16,26,10,15,46,44,1935,558,1215,501,159,117,274,146,0,14,0,14,782,523,0,14,720,236,12,18,49,42,0,14,0,14,659,238,0,14
1400000US36081027800,"Census Tract 278, Queens County, New York",Queens,2497,381,1923,355,1639,317,252,77,34,43,0,14,218,65,0,14,32,46,0,14,0,14,32,46,574,186,388,129,0,14,0,14,0,14,0,14,388,129,0,14,186,112,0,14,0,14,0,14,0,14,186,112,0,14
1400000US36081027900,"Census Tract 279, Queens County, New York",Queens,8551,1825,2627,703,1792,552,412,207,116,127,132,75,156,128,8,14,423,432,117,112,85,122,221,291,5924,1498,2052,638,51,57,509,133,13,27,0,19,1159,474,320,463,3872,1352,10,19,120,146,250,328,6,22,3358,1275,128,176
1400000US36081028000,"Census Tract 280, Queens County, New York",Queens,1717,357,1087,352,989,347,74,39,0,14,0,14,74,39,0,14,24,25,14,21,0,14,10,14,630,143,390,121,12,15,80,70,0,14,0,14,298,116,0,14,240,113,0,14,89,101,21,35,0,14,130,73,0,14
1400000US36081028100,"Census Tract 281, Queens County, New York",Queens,6090,708,3117,568,2481,451,557,213,248,140,110,80,64,64,135,102,79,66,41,49,0,19,38,44,2973,619,1563,463,259,120,28,42,0,19,0,19,1276,445,0,19,1410,532,30,36,25,29,0,19,0,19,1355,521,0,19
1400000US36081028200,"Census Tract 282, Queens County, New York",Queens,2028,462,1302,332,1129,335,141,85,46,53,19,31,76,40,0,14,32,33,0,14,0,14,32,33,726,257,381,147,7,10,76,69,19,28,0,14,279,141,0,14,345,172,0,14,47,70,54,86,0,14,244,135,0,14
1400000US36081028300,"Census Tract 283, Queens County, New York",Queens,7578,1094,3437,446,2434,366,891,282,231,143,169,116,294,135,197,147,112,86,0,19,0,19,112,86,4141,1010,2131,484,102,90,406,213,10,18,0,19,1613,507,0,19,2010,894,119,132,248,168,409,658,0,19,1234,586,0,19
1400000US36081028400,"Census Tract 284, Queens County, New York",Queens,3343,641,1611,508,1287,464,222,117,0,14,67,72,155,96,0,14,102,98,53,75,0,14,49,64,1732,534,1184,376,0,14,77,106,57,79,0,14,1050,380,0,14,548,224,0,14,0,14,90,110,0,14,458,236,0,14
1400000US36081028500,"Census Tract 285, Queens County, New York",Queens,4811,826,2908,588,2255,528,487,214,160,103,96,68,168,105,63,65,166,141,31,36,0,14,135,138,1903,485,1102,375,317,114,181,132,0,14,0,14,592,324,12,19,801,383,245,254,149,90,0,14,0,14,407,206,0,14
1400000US36081028700,"Census Tract 287, Queens County, New York",Queens,6422,1220,2933,640,2069,656,597,178,235,94,166,102,94,116,102,95,267,150,147,104,0,19,120,110,3489,830,2578,717,380,144,1066,519,236,335,0,19,860,343,36,39,911,309,41,43,327,203,15,25,0,19,528,299,0,19
1400000US36081028801,"Census Tract 288.01, Queens County, New York",Queens,2813,593,2067,606,1706,584,205,107,2,4,10,15,193,105,0,14,156,87,33,38,0,14,123,107,746,171,552,152,0,14,14,22,42,43,0,14,496,145,0,14,194,129,0,14,0,14,10,16,0,14,184,128,0,14
1400000US36081028802,"Census Tract 288.02, Queens County, New York",Queens,2343,567,1371,450,1183,433,135,107,20,31,2,6,99,101,14,24,53,48,29,46,0,14,24,23,972,254,673,159,0,14,75,119,69,70,0,14,529,143,0,14,299,155,0,14,42,67,48,38,0,14,209,135,0,14
1400000US36081028803,"Census Tract 288.03, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081028900,"Census Tract 289, Queens County, New York",Queens,4859,1353,2112,672,1748,680,258,141,124,106,100,76,34,39,0,14,106,100,7,11,0,14,99,100,2747,800,2217,806,840,720,836,296,19,30,0,14,522,219,0,14,530,200,59,59,247,161,0,14,0,14,224,142,0,14
1400000US36081029100,"Census Tract 291, Queens County, New York",Queens,6259,864,1940,445,1426,356,479,248,118,86,224,152,58,49,79,66,35,40,21,33,0,19,14,23,4319,723,1753,415,91,85,1064,346,11,30,0,19,554,321,33,53,2566,676,210,202,1707,662,0,19,6,13,626,345,17,27
1400000US36081029300,"Census Tract 293, Queens County, New York",Queens,1214,226,437,158,280,96,154,163,95,95,50,73,0,14,9,14,3,4,0,14,0,14,3,4,777,155,375,104,33,35,291,94,0,14,0,14,51,51,0,14,402,116,0,14,321,120,0,14,0,14,81,55,0,14
1400000US36081029400,"Census Tract 294, Queens County, New York",Queens,8578,1369,5212,1030,4591,978,457,197,8,17,0,19,430,199,19,36,164,138,118,119,0,19,46,75,3366,997,2696,853,0,19,0,19,208,139,0,19,2488,856,0,19,670,364,0,19,5,11,0,19,0,19,665,365,0,19
1400000US36081029500,"Census Tract 295, Queens County, New York",Queens,3527,569,1807,320,1445,276,300,140,131,105,38,37,96,57,35,31,62,43,22,32,0,14,40,31,1720,469,1089,414,320,133,573,346,14,26,0,14,182,106,0,14,631,288,166,134,292,183,75,115,0,14,98,83,0,14
1400000US36081029700,"Census Tract 297, Queens County, New York",Queens,2391,337,1215,307,1141,297,70,46,39,33,0,14,29,29,2,4,4,7,4,7,0,14,0,14,1176,189,319,122,121,54,157,86,0,14,0,14,41,32,0,14,857,181,118,76,323,189,0,14,0,14,416,149,0,14
1400000US36081029900,"Census Tract 299, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081030600,"Census Tract 306, Queens County, New York",Queens,5516,840,3187,660,2830,638,265,120,55,64,1,2,209,102,0,19,92,78,0,19,0,19,92,78,2329,445,1733,335,0,19,316,178,241,117,0,19,1176,290,0,19,596,222,0,19,50,47,62,50,0,19,484,226,0,19
1400000US36081030903,"Census Tract 309.03, Queens County, New York",Queens,5176,953,2468,728,2262,757,206,261,197,262,4,9,0,19,5,9,0,19,0,19,0,19,0,19,2708,611,1789,452,167,168,934,490,73,79,0,19,615,356,0,19,919,413,93,88,410,331,0,19,0,19,416,257,0,19
1400000US36081030904,"Census Tract 309.04, Queens County, New York",Queens,2721,467,1072,239,909,208,113,129,0,14,0,14,113,129,0,14,50,55,24,38,0,14,26,41,1649,402,1269,350,152,101,551,261,0,14,0,14,566,230,0,14,380,148,13,21,143,96,0,14,0,14,224,127,0,14
1400000US36081030905,"Census Tract 309.05, Queens County, New York",Queens,3780,861,1842,475,1755,472,37,32,11,18,0,14,26,26,0,14,50,53,13,20,0,14,37,49,1938,516,1057,450,58,59,528,379,27,54,0,14,444,221,0,14,881,358,0,14,413,259,0,14,0,14,468,265,0,14
1400000US36081030906,"Census Tract 309.06, Queens County, New York",Queens,4116,669,1705,500,1452,436,146,137,57,79,0,14,0,14,89,114,107,96,58,86,0,14,49,50,2411,433,1577,253,68,61,902,232,19,35,0,14,588,198,0,14,834,388,43,66,275,231,0,14,0,14,516,348,0,14
1400000US36081031700,"Census Tract 317, Queens County, New York",Queens,5965,1055,4008,822,3123,727,483,288,201,218,84,91,150,129,48,63,402,300,43,63,0,19,359,293,1957,599,1377,591,794,354,186,128,345,480,0,19,52,88,0,19,580,241,141,133,85,103,0,19,0,19,354,189,0,19
1400000US36081032000,"Census Tract 320, Queens County, New York",Queens,5501,620,3636,491,2952,448,358,201,121,120,0,19,226,132,11,31,326,191,88,79,90,122,148,148,1865,411,1259,345,12,19,20,31,30,36,0,19,1197,344,0,19,606,186,19,47,27,64,46,52,0,19,514,189,0,19
1400000US36081032700,"Census Tract 327, Queens County, New York",Queens,3742,685,1469,392,1224,380,80,86,0,14,18,28,12,18,50,71,165,87,27,46,0,14,138,78,2273,504,928,313,61,40,500,254,0,14,0,14,367,193,0,14,1345,553,0,14,85,74,0,14,0,14,1260,569,0,14
1400000US36081032800,"Census Tract 328, Queens County, New York",Queens,2882,478,1523,329,1393,313,100,50,18,22,0,14,82,52,0,14,30,29,26,29,0,14,4,7,1359,284,1022,231,7,10,4,6,39,55,0,14,972,233,0,14,337,169,9,14,0,14,0,14,0,14,328,168,0,14
1400000US36081032900,"Census Tract 329, Queens County, New York",Queens,3715,536,1836,426,1732,417,52,52,27,47,0,14,25,27,0,14,52,52,0,14,0,14,52,52,1879,460,1037,272,12,19,271,185,45,44,0,14,709,208,0,14,842,412,0,14,298,348,52,60,0,14,492,201,0,14
1400000US36081033000,"Census Tract 330, Queens County, New York",Queens,6943,1116,4329,935,3592,841,658,279,79,98,37,43,518,257,24,39,79,75,21,33,30,48,28,40,2614,633,1706,387,12,21,20,31,241,220,0,19,1433,377,0,19,908,412,22,36,89,115,123,94,0,19,674,405,0,19
1400000US36081033100,"Census Tract 331, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081033401,"Census Tract 334.01, Queens County, New York",Queens,3928,524,2269,590,1765,504,462,344,57,54,12,18,379,298,14,22,42,49,17,26,0,14,25,32,1659,380,1365,346,22,36,36,41,0,14,0,14,1307,343,0,14,294,152,0,14,0,14,0,14,0,14,294,152,0,14
1400000US36081033403,"Census Tract 334.03, Queens County, New York",Queens,4328,676,3061,687,2532,722,511,228,0,14,34,56,477,233,0,14,18,28,18,28,0,14,0,14,1267,383,971,316,45,71,55,65,37,59,0,14,834,303,0,14,296,233,0,14,53,64,43,70,0,14,200,217,0,14
1400000US36081033404,"Census Tract 334.04, Queens County, New York",Queens,6091,1358,4407,1218,3951,1200,391,196,83,90,0,19,308,168,0,19,65,101,0,19,65,101,0,19,1684,523,1384,448,26,44,36,43,0,19,0,19,1322,440,0,19,300,201,0,19,102,124,58,94,0,19,140,128,0,19
1400000US36081033405,"Census Tract 334.05, Queens County, New York",Queens,3643,563,2276,400,1937,438,263,140,51,60,0,14,212,139,0,14,76,101,9,15,67,100,0,14,1367,496,1317,501,0,14,0,14,224,212,0,14,1093,550,0,14,50,61,0,14,0,14,0,14,0,14,50,61,0,14
1400000US36081033700,"Census Tract 337, Queens County, New York",Queens,2791,518,1282,407,917,317,313,317,177,190,0,14,39,60,97,148,52,39,34,39,0,14,18,22,1509,374,798,264,38,62,148,95,0,14,0,14,612,251,0,14,711,281,0,14,183,165,0,14,0,14,518,264,10,16
