geoid,tract_name,borough,B15003_E001,B15003_M001,B15003_E002,B15003_M002,B15003_E003,B15003_M003,B15003_E004,B15003_M004,B15003_E005,B15003_M005,B15003_E006,B15003_M006,B15003_E007,B15003_M007,B15003_E008,B15003_M008,B15003_E009,B15003_M009,B15003_E010,B15003_M010,B15003_E011,B15003_M011,B15003_E012,B15003_M012,B15003_E013,B15003_M013,B15003_E014,B15003_M014,B15003_E015,B15003_M015,B15003_E016,B15003_M016,B15003_E017,B15003_M017,B15003_E018,B15003_M018,B15003_E019,B15003_M019,B15003_E020,B15003_M020,B15003_E021,B15003_M021,B15003_E022,B15003_M022,B15003_E023,B15003_M023,B15003_E024,B15003_M024,B15003_E025,B15003_M025
1400000US36081055300,"Census Tract 553, Queens County, New York",Queens,2199,374,77,63,0,14,0,14,0,14,17,25,0,14,0,14,72,74,33,58,0,14,17,20,0,14,0,14,0,14,22,25,590,268,17,19,61,43,245,105,128,102,739,148,158,73,0,14,23,36
1400000US36081055400,"Census Tract 554, Queens County, New York",Queens,1955,349,50,33,0,14,4,7,0,14,0,14,5,9,4,10,23,30,12,14,5,9,20,23,9,14,33,30,33,36,113,60,467,226,79,70,83,49,253,131,213,116,420,131,112,58,17,24,0,14
1400000US36081055500,"Census Tract 555, Queens County, New York",Queens,1689,340,128,67,0,14,0,14,0,14,20,30,0,14,0,14,0,14,159,110,0,14,0,14,31,49,16,18,11,17,122,102,365,149,31,36,74,48,163,121,124,75,339,113,53,33,45,35,8,15
1400000US36081055600,"Census Tract 556, Queens County, New York",Queens,1599,271,87,49,0,14,4,8,0,14,0,14,46,74,2,6,0,14,65,86,0,14,33,25,33,27,48,35,0,14,36,26,240,80,31,17,19,22,161,67,147,51,396,95,235,112,16,22,0,14
1400000US36081055700,"Census Tract 557, Queens County, New York",Queens,2589,425,116,101,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,41,66,78,75,36,56,33,39,127,74,13,21,429,127,40,46,143,99,254,136,154,120,833,243,259,112,33,37,0,14
1400000US36081055800,"Census Tract 558, Queens County, New York",Queens,1348,294,33,27,0,14,0,14,0,14,0,14,0,14,14,13,0,14,49,78,9,12,9,12,0,14,20,22,14,20,151,161,288,111,28,22,83,54,109,54,110,55,325,242,85,53,15,16,6,9
1400000US36081055900,"Census Tract 559, Queens County, New York",Queens,853,167,39,29,0,14,0,14,0,14,37,44,7,10,0,14,0,14,12,19,3,6,23,34,3,6,0,14,26,50,11,15,230,99,19,26,3,4,69,46,59,68,234,112,78,43,0,14,0,14
1400000US36081056000,"Census Tract 560, Queens County, New York",Queens,1247,255,28,25,0,14,0,14,0,14,0,14,0,14,6,9,8,12,23,27,0,14,25,35,102,143,0,14,1,7,30,27,117,58,61,57,34,24,128,55,70,41,417,125,145,71,46,30,6,10
1400000US36081056100,"Census Tract 561, Queens County, New York",Queens,8,11,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,4,6,0,14,0,14,4,6,0,14,0,14,0,14,0,14
1400000US36081056200,"Census Tract 562, Queens County, New York",Queens,1038,260,89,127,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,19,16,23,6,9,0,14,4,7,269,109,10,14,43,32,101,61,49,44,219,86,216,165,4,6,0,14
1400000US36081056400,"Census Tract 564, Queens County, New York",Queens,1141,277,83,45,0,14,0,14,0,14,0,14,0,14,16,21,8,12,23,24,1,4,27,50,39,20,36,38,2,4,109,70,272,170,39,35,81,53,90,46,103,111,155,80,57,43,0,14,0,14
1400000US36081056500,"Census Tract 565, Queens County, New York",Queens,1213,282,7,11,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1,2,0,14,14,21,32,37,25,27,21,33,22,28,331,222,76,45,110,76,33,27,79,61,280,110,134,65,9,14,39,54
1400000US36081056600,"Census Tract 566, Queens County, New York",Queens,1319,371,8,21,0,14,0,14,0,14,0,14,0,14,3,8,6,12,0,14,0,14,0,14,0,14,25,34,0,14,85,74,447,341,43,39,113,67,53,41,60,46,225,85,209,85,42,44,0,14
1400000US36081056700,"Census Tract 567, Queens County, New York",Queens,3446,589,127,106,0,14,0,14,0,14,0,14,40,65,53,80,101,125,66,38,0,14,147,195,144,122,61,43,43,58,120,96,657,252,109,69,179,106,164,95,348,171,752,230,302,176,20,31,13,20
1400000US36081056800,"Census Tract 568, Queens County, New York",Queens,3497,594,207,123,0,14,0,14,21,32,24,37,0,14,9,15,0,14,89,90,0,14,42,52,34,33,11,18,10,14,36,41,737,227,132,88,70,56,334,136,289,107,868,280,514,397,46,51,24,25
1400000US36081057700,"Census Tract 577, Queens County, New York",Queens,2542,385,44,51,0,14,0,14,0,14,0,14,51,60,0,14,14,23,106,97,0,14,83,79,66,63,0,14,53,83,24,34,433,211,131,83,95,86,308,180,197,105,717,161,186,118,0,14,34,55
1400000US36081057900,"Census Tract 579, Queens County, New York",Queens,1188,220,28,33,0,14,0,14,0,14,0,14,0,14,0,14,0,14,37,54,0,14,42,56,17,25,0,14,14,21,38,25,284,111,74,51,81,71,56,33,45,34,345,150,104,62,10,14,13,18
1400000US36081058000,"Census Tract 580, Queens County, New York",Queens,3124,653,56,69,0,14,0,14,0,14,0,14,0,14,0,14,0,14,67,83,0,14,20,23,22,27,21,25,2,4,78,69,613,201,424,361,79,52,464,202,267,136,609,182,374,162,0,14,28,31
1400000US36081058100,"Census Tract 581, Queens County, New York",Queens,2081,459,24,34,0,14,0,14,0,14,0,14,12,19,0,14,0,14,11,18,0,14,0,14,0,14,14,23,34,29,68,104,577,182,67,63,281,254,123,77,97,73,491,230,252,96,15,30,15,25
1400000US36081058200,"Census Tract 582, Queens County, New York",Queens,3549,610,50,49,0,19,0,19,0,19,0,19,0,19,0,19,12,19,47,57,0,19,56,49,97,82,91,82,48,59,131,105,572,252,411,198,151,107,734,312,317,139,495,215,260,129,66,54,11,18
1400000US36081058300,"Census Tract 583, Queens County, New York",Queens,2636,379,187,142,0,14,0,14,0,14,0,14,0,14,0,14,33,44,0,14,0,14,0,14,0,14,0,14,49,36,65,50,466,171,152,88,139,79,282,149,145,105,741,159,331,122,32,32,14,21
1400000US36081058500,"Census Tract 585, Queens County, New York",Queens,3230,429,171,104,0,14,0,14,0,14,0,14,0,14,0,14,46,73,0,14,0,14,0,14,0,14,62,58,23,35,55,47,388,177,48,39,122,103,320,136,407,229,1018,290,482,198,77,64,11,19
1400000US36081058700,"Census Tract 587, Queens County, New York",Queens,2663,389,10,19,0,14,0,14,0,14,0,14,0,14,23,34,0,14,0,14,0,14,11,19,0,14,17,27,30,37,383,256,413,142,126,60,88,76,283,127,173,165,797,250,247,119,62,62,0,14
1400000US36081058900,"Census Tract 589, Queens County, New York",Queens,3315,492,139,89,0,14,0,14,0,14,0,14,0,14,0,14,0,14,133,110,28,45,32,36,25,42,24,41,25,41,197,115,717,300,155,100,164,98,136,71,108,94,1067,337,308,149,28,36,29,31
1400000US36081059000,"Census Tract 590, Queens County, New York",Queens,892,186,29,16,0,14,0,14,0,14,0,14,0,14,0,14,22,35,6,18,0,14,4,6,0,14,0,14,0,14,15,17,163,69,96,113,31,20,181,56,43,31,187,78,102,60,13,22,0,14
1400000US36081059100,"Census Tract 591, Queens County, New York",Queens,3569,647,161,152,0,14,0,14,23,61,22,35,24,40,0,14,40,76,203,193,0,14,10,33,0,14,0,14,29,46,169,122,977,370,197,155,117,104,272,172,223,264,586,261,400,187,37,43,79,65
1400000US36081059200,"Census Tract 592, Queens County, New York",Queens,924,198,17,14,0,14,0,14,0,14,0,14,0,14,0,14,7,10,0,14,0,14,0,14,6,9,0,14,0,14,11,12,193,113,49,36,46,32,154,81,82,40,242,96,103,47,0,14,14,15
1400000US36081059300,"Census Tract 593, Queens County, New York",Queens,2755,380,114,69,0,14,0,14,21,35,15,24,0,14,0,14,27,32,0,14,0,14,18,19,57,59,26,41,69,66,80,48,476,206,88,65,131,85,242,153,266,138,723,187,278,108,105,114,19,30
1400000US36081059400,"Census Tract 594, Queens County, New York",Queens,1359,243,5,8,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,11,0,14,13,13,25,28,0,14,0,14,40,23,250,87,42,27,83,76,197,71,177,97,279,117,220,116,7,11,14,15
1400000US36081059501,"Census Tract 595.01, Queens County, New York",Queens,1549,234,74,52,7,11,0,14,0,14,0,14,0,14,0,14,35,39,27,42,6,9,26,37,13,14,12,18,0,14,73,61,243,115,52,62,114,73,213,96,96,80,345,121,135,93,52,52,26,43
1400000US36081059502,"Census Tract 595.02, Queens County, New York",Queens,1667,390,78,51,0,14,27,41,0,14,0,14,0,14,0,14,10,18,0,14,0,14,27,35,20,30,24,38,16,23,75,47,369,123,93,58,98,62,342,297,104,71,213,96,109,66,41,42,21,36
1400000US36081059600,"Census Tract 596, Queens County, New York",Queens,1119,275,2,10,0,14,0,14,0,14,3,6,0,14,0,14,0,14,13,18,0,14,0,14,0,14,0,14,0,14,71,46,356,223,28,30,77,54,112,69,71,66,186,80,172,101,28,38,0,14
1400000US36081059800,"Census Tract 598, Queens County, New York",Queens,1134,217,34,36,0,14,0,14,52,81,0,14,0,14,0,14,23,36,7,11,0,14,0,14,0,14,25,22,0,14,6,11,228,93,55,46,25,29,191,113,108,75,227,74,118,120,11,17,24,25
1400000US36081059900,"Census Tract 599, Queens County, New York",Queens,1072,225,162,134,0,14,0,14,0,14,0,14,0,14,0,14,17,20,0,14,0,14,6,10,0,14,20,25,0,14,20,25,216,97,44,31,60,36,95,58,72,51,299,119,46,29,9,14,6,10
1400000US36081060000,"Census Tract 600, Queens County, New York",Queens,841,144,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,10,0,14,0,14,0,14,29,23,128,57,15,22,14,15,133,71,140,107,200,51,144,65,31,3,0,14
1400000US36081060100,"Census Tract 601, Queens County, New York",Queens,1543,273,93,92,0,14,0,14,0,14,0,14,0,14,0,14,9,13,0,14,0,14,69,51,14,22,0,14,0,14,22,26,422,167,0,14,30,24,168,78,151,104,403,233,102,64,39,41,21,22
1400000US36081060300,"Census Tract 603, Queens County, New York",Queens,1560,282,76,72,0,14,0,14,0,14,0,14,0,14,25,39,6,10,0,14,8,12,34,41,0,14,0,14,24,35,38,34,380,164,22,19,120,71,92,49,205,108,302,127,198,92,24,32,6,10
1400000US36081060600,"Census Tract 606, Queens County, New York",Queens,966,154,35,41,0,14,0,14,0,14,0,14,0,14,0,14,13,16,0,14,0,14,0,14,22,34,0,14,0,14,36,40,212,81,64,55,10,16,197,98,87,73,182,72,86,55,9,12,13,16
1400000US36081060701,"Census Tract 607.01, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081060800,"Census Tract 608, Queens County, New York",Queens,1121,185,27,30,0,14,0,14,0,14,0,14,0,14,0,14,3,6,0,14,0,14,0,14,6,2,0,14,0,14,15,24,314,125,58,50,46,41,115,76,59,49,241,99,172,62,47,34,18,44
1400000US36081061000,"Census Tract 610, Queens County, New York",Queens,1072,195,52,40,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,17,19,30,11,16,5,7,21,31,187,99,61,52,67,38,156,79,114,57,219,82,134,58,14,15,0,14
1400000US36081061200,"Census Tract 612, Queens County, New York",Queens,1511,435,26,25,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,11,0,14,46,36,250,115,274,305,114,56,121,59,72,47,368,146,212,104,14,15,7,11
1400000US36081061301,"Census Tract 613.01, Queens County, New York",Queens,3861,621,233,145,0,19,0,19,0,19,98,154,0,19,0,19,14,28,137,151,0,19,15,25,13,19,20,29,0,19,48,38,1245,429,122,119,187,133,316,132,216,134,854,218,316,151,0,19,27,31
1400000US36081061302,"Census Tract 613.02, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081061400,"Census Tract 614, Queens County, New York",Queens,883,190,26,30,0,14,0,14,0,14,11,14,0,14,0,14,10,15,13,20,0,14,0,14,5,7,0,14,13,21,8,13,121,64,48,37,71,42,185,161,76,43,156,71,131,45,9,15,0,14
1400000US36081061601,"Census Tract 616.01, Queens County, New York",Queens,1587,251,16,22,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,14,21,0,14,0,14,0,14,0,14,21,21,407,153,105,99,113,53,223,94,147,85,355,118,149,70,29,28,8,12
1400000US36081061602,"Census Tract 616.02, Queens County, New York",Queens,780,109,4,7,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,6,0,14,0,14,0,14,14,23,0,14,14,17,182,110,31,26,74,56,101,45,89,40,217,72,45,33,6,9,0,14
1400000US36081061800,"Census Tract 618, Queens County, New York",Queens,1540,230,67,59,0,14,0,14,0,14,0,14,0,14,0,14,0,14,6,9,0,14,18,28,0,14,20,20,59,51,95,54,239,98,41,39,121,76,172,74,165,92,386,104,106,53,45,55,0,14
1400000US36081061900,"Census Tract 619, Queens County, New York",Queens,2233,651,246,164,0,14,0,14,0,14,0,14,15,20,9,16,13,21,7,15,0,14,12,20,0,14,54,57,32,51,81,57,363,120,66,46,211,163,134,60,157,89,527,278,274,219,9,15,23,23
1400000US36081062000,"Census Tract 620, Queens County, New York",Queens,1281,214,4,4,0,14,0,14,0,14,0,14,0,14,0,14,0,14,7,10,0,14,0,14,0,14,0,14,0,14,78,74,232,105,59,48,92,75,198,125,139,85,328,96,144,75,0,14,0,14
1400000US36081062100,"Census Tract 621, Queens County, New York",Queens,1872,299,151,89,0,14,0,14,0,14,46,53,0,14,0,14,0,14,0,14,0,14,98,109,18,29,30,46,37,48,96,69,461,131,57,69,58,46,98,61,209,153,383,123,85,60,15,23,30,49
1400000US36081062200,"Census Tract 622, Queens County, New York",Queens,1654,251,27,31,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,12,10,16,13,20,14,15,11,12,220,65,88,54,110,110,371,131,206,89,300,99,210,76,66,49,0,14
1400000US36081062300,"Census Tract 623, Queens County, New York",Queens,1620,273,10,11,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,115,120,0,14,0,14,21,30,27,23,498,153,84,49,111,69,150,55,210,85,268,109,113,82,13,13,0,14
1400000US36081062400,"Census Tract 624, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081062500,"Census Tract 625, Queens County, New York",Queens,1929,385,97,92,0,14,0,14,0,14,7,10,0,14,6,9,25,21,0,14,0,14,26,26,89,83,8,12,5,8,41,38,627,279,109,57,125,116,168,68,124,58,304,112,139,65,15,22,14,15
1400000US36081062600,"Census Tract 626, Queens County, New York",Queens,2115,265,24,25,0,14,0,14,0,14,18,20,0,14,0,14,0,14,11,16,0,14,0,14,14,22,7,11,6,9,46,43,494,186,148,89,83,41,451,134,227,120,370,121,185,83,8,12,23,26
1400000US36081062700,"Census Tract 627, Queens County, New York",Queens,2130,350,139,100,0,14,0,14,1,4,0,14,0,14,0,14,23,36,0,14,0,14,21,34,0,14,0,14,22,34,109,76,649,250,73,65,211,130,172,96,296,186,321,146,58,67,35,44,0,14
1400000US36081062900,"Census Tract 629, Queens County, New York",Queens,2256,450,31,47,0,14,0,14,0,14,0,14,0,14,86,86,29,45,0,14,0,14,0,14,0,14,0,14,0,14,62,62,505,170,146,97,253,176,298,111,328,284,334,130,171,86,13,22,0,14
1400000US36081063000,"Census Tract 630, Queens County, New York",Queens,1324,283,40,37,0,14,0,14,0,14,0,14,1,3,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,47,69,229,91,39,31,30,27,251,117,144,75,398,147,121,54,16,25,8,10
1400000US36081063200,"Census Tract 632, Queens County, New York",Queens,1651,244,42,38,0,14,0,14,0,14,0,14,0,14,0,14,18,20,13,21,10,14,18,28,12,18,5,9,0,14,55,43,386,112,49,28,73,56,294,113,114,62,351,113,182,99,12,14,17,19
1400000US36081063301,"Census Tract 633.01, Queens County, New York",Queens,1021,210,64,48,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,17,16,332,90,29,39,62,42,49,44,110,81,152,72,206,66,0,14,0,14
1400000US36081063302,"Census Tract 633.02, Queens County, New York",Queens,1282,420,75,94,0,14,0,14,0,14,6,8,0,14,0,14,0,14,0,14,103,150,0,14,0,14,0,14,20,21,56,36,279,83,40,40,178,101,132,72,57,47,128,54,159,109,14,16,35,38
1400000US36081063500,"Census Tract 635, Queens County, New York",Queens,1752,288,164,104,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,5,9,36,48,0,14,5,8,0,14,125,92,346,115,66,71,51,38,180,103,113,61,439,187,142,86,63,62,17,21
1400000US36081063700,"Census Tract 637, Queens County, New York",Queens,2437,443,156,97,0,14,0,14,0,14,0,14,0,14,0,14,0,14,22,25,0,14,0,14,18,26,10,15,10,17,175,112,723,206,158,115,154,115,138,65,240,113,483,327,99,69,23,32,28,42
1400000US36081063800,"Census Tract 638, Queens County, New York",Queens,3079,697,70,78,0,14,0,14,0,14,0,14,0,14,0,14,0,14,83,130,0,14,0,14,2,7,0,14,43,55,92,123,714,446,167,163,61,30,396,248,414,185,798,252,215,199,23,30,1,7
1400000US36081063900,"Census Tract 639, Queens County, New York",Queens,2359,524,208,158,21,32,0,14,0,14,0,14,13,19,0,14,0,14,61,76,0,14,0,14,0,14,0,14,1,3,33,28,564,326,36,50,226,117,118,83,197,103,553,223,306,132,8,14,14,22
1400000US36081064101,"Census Tract 641.01, Queens County, New York",Queens,1796,179,113,57,0,14,0,14,0,14,0,14,0,14,25,40,0,14,15,24,0,14,0,14,0,14,14,22,14,23,105,55,319,96,67,46,36,30,195,75,168,82,363,137,258,83,104,80,0,14
1400000US36081064102,"Census Tract 641.02, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081064500,"Census Tract 645, Queens County, New York",Queens,1488,214,11,8,7,10,62,91,0,14,10,17,0,14,0,14,10,15,0,14,0,14,29,33,0,14,0,14,24,29,38,40,212,77,39,38,51,50,339,165,90,67,359,115,172,71,20,19,15,15
1400000US36081064600,"Census Tract 646, Queens County, New York",Queens,2443,357,8,13,0,14,0,14,0,14,0,14,7,10,0,14,0,14,5,8,0,14,0,14,34,30,11,17,0,14,20,18,707,229,124,80,107,52,281,97,186,79,422,127,347,137,174,94,10,12
1400000US36081065000,"Census Tract 650, Queens County, New York",Queens,2095,299,67,56,0,14,0,14,0,14,0,14,6,8,0,14,7,11,0,14,0,14,0,14,0,14,0,14,0,14,39,31,443,198,87,60,89,41,370,165,192,91,475,119,199,62,97,57,24,28
1400000US36081065401,"Census Tract 654.01, Queens County, New York",Queens,2228,326,34,28,0,14,0,14,0,14,0,14,0,14,0,14,38,45,0,14,0,14,27,42,35,59,7,11,0,14,43,35,368,111,124,78,254,213,335,164,276,126,505,167,127,82,15,18,40,19
1400000US36081065402,"Census Tract 654.02, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081065501,"Census Tract 655.01, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081065600,"Census Tract 656, Queens County, New York",Queens,3935,658,51,48,20,32,0,19,0,19,0,19,0,19,12,20,0,19,49,76,0,19,13,20,0,19,32,35,16,27,179,149,575,252,184,134,369,143,270,138,397,218,1248,342,425,167,69,62,26,29
1400000US36081065702,"Census Tract 657.02, Queens County, New York",Queens,1053,131,5,8,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,22,27,25,36,3,4,7,11,5,7,13,18,287,96,35,26,48,40,95,78,138,48,205,107,95,60,61,58,9,14
1400000US36081065703,"Census Tract 657.03, Queens County, New York",Queens,2428,874,111,91,0,14,0,14,0,14,0,14,0,14,0,14,41,49,0,14,10,17,0,14,5,7,14,22,0,14,390,479,421,129,80,54,74,72,179,111,106,78,746,361,209,99,42,34,0,14
1400000US36081065900,"Census Tract 659, Queens County, New York",Queens,1318,220,1,5,0,14,0,14,0,14,0,14,7,10,0,14,0,14,3,8,0,14,27,40,57,49,0,14,0,14,10,15,414,129,63,50,47,34,195,148,92,62,224,102,178,104,0,14,0,14
1400000US36081066000,"Census Tract 660, Queens County, New York",Queens,2646,419,28,35,0,14,0,14,0,14,0,14,0,14,0,14,17,27,18,33,0,14,0,14,28,43,12,19,0,14,81,68,407,162,211,160,169,102,350,255,261,123,577,213,422,197,0,14,65,87
1400000US36081066100,"Census Tract 661, Queens County, New York",Queens,1232,153,55,45,0,14,0,14,0,14,0,14,0,14,0,14,20,32,0,14,0,14,41,38,11,13,22,36,8,12,25,36,254,77,24,27,75,51,138,77,96,46,286,97,154,78,23,23,0,14
1400000US36081066301,"Census Tract 663.01, Queens County, New York",Queens,2004,246,45,25,0,14,0,14,0,14,13,13,0,14,0,14,20,20,0,14,3,6,42,31,6,10,19,29,43,29,76,51,439,156,61,38,58,30,242,104,188,64,445,126,280,126,5,9,19,19
1400000US36081066302,"Census Tract 663.02, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081066401,"Census Tract 664.01, Queens County, New York",Queens,1544,457,61,67,0,14,0,14,0,14,0,14,0,14,0,14,0,14,10,30,0,14,9,14,14,23,0,14,26,46,4,12,445,367,122,91,170,112,279,153,191,111,82,53,104,69,0,14,27,40
1400000US36081066402,"Census Tract 664.02, Queens County, New York",Queens,2420,390,192,171,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,26,44,0,14,0,14,0,14,117,98,494,205,43,54,132,98,494,214,189,138,320,130,312,183,59,89,42,67
1400000US36081066403,"Census Tract 664.03, Queens County, New York",Queens,3523,577,63,53,0,19,0,19,0,19,0,19,0,19,0,19,6,9,0,19,0,19,11,18,14,23,24,37,3,5,44,58,759,287,85,75,289,147,494,294,446,169,829,263,378,149,75,63,3,7
1400000US36081066404,"Census Tract 664.04, Queens County, New York",Queens,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
1400000US36081066501,"Census Tract 665.01, Queens County, New York",Queens,3126,585,102,96,20,30,21,31,0,14,0,14,33,35,0,14,0,14,14,20,0,14,69,71,0,14,1,2,17,26,69,49,999,354,197,109,79,62,422,193,184,92,455,185,377,117,42,44,25,41
1400000US36081066701,"Census Tract 667.01, Queens County, New York",Queens,1933,439,283,229,0,14,0,14,0,14,0,14,0,14,0,14,0,14,51,33,10,17,0,14,17,26,1,13,47,29,49,48,430,147,0,14,142,95,296,199,80,63,374,165,153,120,0,14,0,14
1400000US36081066900,"Census Tract 669, Queens County, New York",Queens,1202,182,8,12,0,14,0,14,0,14,0,14,0,14,0,14,45,49,4,7,0,14,9,14,0,14,7,10,0,14,17,19,270,98,15,14,22,19,129,81,148,70,364,127,134,67,21,18,9,13
1400000US36081067100,"Census Tract 671, Queens County, New York",Queens,1746,256,10,12,0,14,0,14,5,7,0,14,0,14,0,14,0,14,48,39,4,7,47,60,16,17,0,14,5,8,57,38,282,91,57,33,110,59,181,91,162,83,360,114,306,84,43,36,53,45
1400000US36081067700,"Census Tract 677, Queens County, New York",Queens,1375,232,36,38,0,14,0,14,0,14,0,14,0,14,6,9,5,8,9,11,5,8,22,18,0,14,4,8,15,20,23,17,366,202,33,35,98,52,135,55,61,33,265,103,223,88,53,41,16,14
1400000US36081067900,"Census Tract 679, Queens County, New York",Queens,3232,410,120,48,0,14,7,13,8,14,8,13,0,14,0,14,0,14,16,14,0,14,181,157,16,31,68,68,10,14,65,48,678,209,76,52,314,105,289,142,296,120,627,263,435,224,18,22,0,14
1400000US36081068000,"Census Tract 680, Queens County, New York",Queens,4247,519,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,36,44,84,94,19,32,39,61,0,19,89,81,115,71,737,256,408,250,220,125,757,191,353,141,751,234,370,171,269,196,0,19
1400000US36081068200,"Census Tract 682, Queens County, New York",Queens,753,147,23,27,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,11,13,35,33,193,92,47,33,70,38,117,59,86,36,119,78,47,43,5,9,0,14
1400000US36081068300,"Census Tract 683, Queens County, New York",Queens,3223,402,210,160,0,14,0,14,0,14,10,18,28,31,0,14,21,29,15,20,9,15,22,33,38,59,0,14,60,60,95,72,798,307,183,114,95,61,141,79,195,87,836,171,356,150,10,14,101,68
1400000US36081068700,"Census Tract 687, Queens County, New York",Queens,3241,499,201,108,0,14,0,14,0,14,0,14,0,14,9,16,0,14,0,14,22,36,31,31,47,54,45,40,68,74,73,60,477,168,15,24,64,41,264,133,321,265,1069,384,393,129,88,56,54,47
1400000US36081069000,"Census Tract 690, Queens County, New York",Queens,2535,423,87,84,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,3,5,0,14,0,14,0,14,68,47,771,260,189,123,217,100,338,134,227,121,433,139,182,104,0,14,20,31
1400000US36081069300,"Census Tract 693, Queens County, New York",Queens,2220,464,91,71,0,14,0,14,0,14,0,14,0,14,0,14,0,14,33,52,10,15,13,22,1,3,27,29,0,14,152,106,475,155,47,37,151,105,69,49,140,106,715,374,265,100,28,31,3,4
1400000US36081069400,"Census Tract 694, Queens County, New York",Queens,2735,417,46,46,0,14,0,14,19,30,0,14,0,14,0,14,0,14,20,24,0,14,0,14,19,32,0,14,17,7,95,55,805,322,61,83,100,75,274,135,234,113,607,277,310,162,112,131,16,24
1400000US36081069500,"Census Tract 695, Queens County, New York",Queens,1905,362,94,63,0,14,0,14,0,14,8,12,13,15,0,14,8,12,56,46,0,14,42,47,0,14,11,14,0,14,210,261,336,100,47,49,63,37,104,58,121,86,421,149,317,122,33,25,21,19
1400000US36081069701,"Census Tract 697.01, Queens County, New York",Queens,2844,264,43,40,0,14,0,14,0,14,0,14,0,14,0,14,0,14,12,18,0,14,0,14,27,36,0,14,0,14,48,44,558,154,105,89,124,86,181,94,284,142,785,169,470,174,151,107,56,53
1400000US36081069702,"Census Tract 697.02, Queens County, New York",Queens,2947,452,130,96,0,14,0,14,0,14,0,14,2,5,0,14,0,14,0,14,28,48,185,190,1,3,10,16,2,4,127,65,465,178,41,41,204,127,290,151,251,113,701,226,355,196,107,122,48,40
1400000US36081070300,"Census Tract 703, Queens County, New York",Queens,1773,314,71,61,0,14,0,14,0,14,0,14,0,14,0,14,0,14,17,25,14,24,0,14,12,18,37,45,27,21,65,44,321,183,31,26,30,31,133,95,81,51,539,160,317,154,45,31,33,31
